"date","adm0_name","adm1_name","adm2_name","school_closure","travel_ban_local_opt","no_gathering","work_from_home","testing_regime","home_isolation","religious_closure","new_confirmed_cases","cum_confirmed_cases","new_confirmed_cases_imputed","cum_confirmed_cases_imputed"
2020-02-19,"IRN",1,"Qom",0,0,0,0,0,0,0,2,2,2,2
2020-02-20,"IRN",1,"Qom",1,1,0,0,0,0,0,2,4,2,4
2020-02-21,"IRN",1,"Qom",1,1,0,0,0,0,0,7,11,7,11
2020-02-22,"IRN",1,"Qom",1,1,1,0,0,0,0,8,19,8,19
2020-02-23,"IRN",1,"Qom",1,1,1,0,0,0,0,7,26,7,26
2020-02-24,"IRN",1,"Qom",1,1,1,0,0,0,0,8,34,8,34
2020-02-25,"IRN",1,"Qom",1,1,1,0,0,0,0,16,50,16,50
2020-02-26,"IRN",1,"Qom",1,1,1,0,0,0,0,15,65,15,65
2020-02-27,"IRN",1,"Qom",1,1,1,0,0,0,0,7,72,7,72
2020-02-28,"IRN",1,"Qom",1,1,1,0,0,0,0,16,88,16,88
2020-02-29,"IRN",1,"Qom",1,1,1,0,0,0,0,21,109,21,109
2020-03-01,"IRN",1,"Qom",1,1,1,0,0,0,0,30,139,30,139
2020-03-02,"IRN",1,"Qom",1,1,1,0,0,0,0,NA,NA,41,180
2020-03-03,"IRN",1,"Qom",1,1,1,1,0,0,0,NA,NA,65,245
2020-03-04,"IRN",1,"Qom",1,1,1,1,0,0,0,101,240,101,346
2020-03-05,"IRN",1,"Qom",1,1,1,1,0,0,0,32,272,32,378
2020-03-06,"IRN",1,"Qom",1,1,1,1,1,0,0,137,409,137,515
2020-03-07,"IRN",1,"Qom",1,1,1,1,1,0,0,145,554,145,660
2020-03-08,"IRN",1,"Qom",1,1,1,1,1,0,0,17,571,17,677
2020-03-09,"IRN",1,"Qom",1,1,1,1,1,0,0,27,598,27,704
2020-03-10,"IRN",1,"Qom",1,1,1,1,1,0,0,39,637,39,743
2020-03-11,"IRN",1,"Qom",1,1,1,1,1,0,0,53,690,53,796
2020-03-12,"IRN",1,"Qom",1,1,1,1,1,0,0,42,732,42,838
2020-03-13,"IRN",1,"Qom",1,1,1,1,1,1,0,42,774,42,880
2020-03-14,"IRN",1,"Qom",1,1,1,1,1,1,0,32,806,32,912
2020-03-15,"IRN",1,"Qom",1,1,1,1,1,1,0,84,890,84,996
2020-03-16,"IRN",1,"Qom",1,1,1,1,1,1,0,19,909,19,1015
2020-03-17,"IRN",1,"Qom",1,1,1,1,1,1,1,29,938,29,1044
2020-03-18,"IRN",1,"Qom",1,1,1,1,1,1,1,22,960,22,1066
2020-03-19,"IRN",1,"Qom",1,1,1,1,1,1,1,31,991,31,1097
2020-03-20,"IRN",1,"Qom",1,1,1,1,1,1,1,36,1027,36,1133
2020-03-21,"IRN",1,"Qom",1,1,1,1,1,1,1,20,1047,20,1153
2020-03-22,"IRN",1,"Qom",1,1,1,1,1,1,1,17,1064,17,1170
2020-02-19,"IRN",1,"Tehran",0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"IRN",1,"Tehran",0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"IRN",1,"Tehran",0,0,0,0,0,0,0,4,4,4,4
2020-02-22,"IRN",1,"Tehran",0,0,1,0,0,0,0,2,6,2,6
2020-02-23,"IRN",1,"Tehran",0,0,1,0,0,0,0,4,10,4,10
2020-02-24,"IRN",1,"Tehran",0,0,1,0,0,0,0,3,13,3,13
2020-02-25,"IRN",1,"Tehran",0,0,1,0,0,0,0,8,21,8,21
2020-02-26,"IRN",1,"Tehran",0,0,1,0,0,0,0,4,25,4,25
2020-02-27,"IRN",1,"Tehran",0,0,1,0,0,0,0,38,63,38,63
2020-02-28,"IRN",1,"Tehran",0,0,1,0,0,0,0,64,127,64,127
2020-02-29,"IRN",1,"Tehran",0,0,1,0,0,0,0,52,179,52,179
2020-03-01,"IRN",1,"Tehran",0,1,1,0,0,0,0,170,349,170,349
2020-03-02,"IRN",1,"Tehran",0,1,1,0,0,0,0,NA,NA,230,579
2020-03-03,"IRN",1,"Tehran",0,1,1,1,0,0,0,NA,NA,368,947
2020-03-04,"IRN",1,"Tehran",0,1,1,1,0,0,0,253,602,253,1200
2020-03-05,"IRN",1,"Tehran",1,1,1,1,0,0,0,56,658,56,1256
2020-03-06,"IRN",1,"Tehran",1,1,1,1,0,0,0,61,719,61,1317
2020-03-07,"IRN",1,"Tehran",1,1,1,1,0,0,0,126,845,126,1443
2020-03-08,"IRN",1,"Tehran",1,1,1,1,0,0,0,266,1111,266,1709
2020-03-09,"IRN",1,"Tehran",1,1,1,1,0,0,0,140,1251,140,1849
2020-03-10,"IRN",1,"Tehran",1,1,1,1,0,0,0,169,1420,169,2018
2020-03-11,"IRN",1,"Tehran",1,1,1,1,0,0,0,256,1676,256,2274
2020-03-12,"IRN",1,"Tehran",1,1,1,1,0,0,0,303,1979,303,2577
2020-03-13,"IRN",1,"Tehran",1,1,1,1,1,1,0,303,2282,303,2880
2020-03-14,"IRN",1,"Tehran",1,1,1,1,1,1,0,347,2629,347,3227
2020-03-15,"IRN",1,"Tehran",1,1,1,1,1,1,0,251,2880,251,3478
2020-03-16,"IRN",1,"Tehran",1,1,1,1,1,1,0,200,3080,200,3678
2020-03-17,"IRN",1,"Tehran",1,1,1,1,1,1,0,273,3353,273,3951
2020-03-18,"IRN",1,"Tehran",1,1,1,1,1,1,0,213,3566,213,4164
2020-03-19,"IRN",1,"Tehran",1,1,1,1,1,1,0,137,3703,137,4301
2020-03-20,"IRN",1,"Tehran",1,1,1,1,1,1,0,220,3923,220,4521
2020-03-21,"IRN",1,"Tehran",1,1,1,1,1,1,0,232,4155,232,4753
2020-03-22,"IRN",1,"Tehran",1,1,1,1,1,1,0,249,4404,249,5002
2020-02-19,"IRN",1,"Mazandaran",0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"IRN",1,"Mazandaran",0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"IRN",1,"Mazandaran",0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"IRN",1,"Mazandaran",0,0,1,0,0,0,0,0,0,0,0
2020-02-23,"IRN",1,"Mazandaran",0,0,1,0,0,0,0,1,1,1,1
2020-02-24,"IRN",1,"Mazandaran",0,0,1,0,0,0,0,0,1,0,1
2020-02-25,"IRN",1,"Mazandaran",0,0,1,0,0,0,0,2,3,2,3
2020-02-26,"IRN",1,"Mazandaran",0,0,1,0,0,0,0,1,4,1,4
2020-02-27,"IRN",1,"Mazandaran",0,0,1,0,0,0,0,7,11,7,11
2020-02-28,"IRN",1,"Mazandaran",0,0,1,0,0,0,0,9,20,9,20
2020-02-29,"IRN",1,"Mazandaran",0,0,1,0,0,0,0,12,32,12,32
2020-03-01,"IRN",1,"Mazandaran",0,1,1,0,0,0,0,11,43,11,43
2020-03-02,"IRN",1,"Mazandaran",0,1,1,0,0,0,0,NA,NA,15,58
2020-03-03,"IRN",1,"Mazandaran",0,1,1,1,0,0,0,NA,NA,24,82
2020-03-04,"IRN",1,"Mazandaran",0,1,1,1,0,0,0,9,52,9,91
2020-03-05,"IRN",1,"Mazandaran",1,1,1,1,0,0,0,50,102,50,141
2020-03-06,"IRN",1,"Mazandaran",1,1,1,1,0,0,0,180,282,180,321
2020-03-07,"IRN",1,"Mazandaran",1,1,1,1,0,0,0,305,587,305,626
2020-03-08,"IRN",1,"Mazandaran",1,1,1,1,0,0,0,14,601,14,640
2020-03-09,"IRN",1,"Mazandaran",1,1,1,1,0,0,0,13,614,13,653
2020-03-10,"IRN",1,"Mazandaran",1,1,1,1,0,0,0,253,867,253,906
2020-03-11,"IRN",1,"Mazandaran",1,1,1,1,0,0,0,32,899,32,938
2020-03-12,"IRN",1,"Mazandaran",1,1,1,1,0,0,0,79,978,79,1017
2020-03-13,"IRN",1,"Mazandaran",1,1,1,1,1,1,0,192,1170,192,1209
2020-03-14,"IRN",1,"Mazandaran",1,1,1,1,1,1,0,17,1187,17,1226
2020-03-15,"IRN",1,"Mazandaran",1,1,1,1,1,1,0,72,1259,72,1298
2020-03-16,"IRN",1,"Mazandaran",1,1,1,1,1,1,0,96,1355,96,1394
2020-03-17,"IRN",1,"Mazandaran",1,1,1,1,1,1,0,59,1414,59,1453
2020-03-18,"IRN",1,"Mazandaran",1,1,1,1,1,1,0,61,1475,61,1514
2020-03-19,"IRN",1,"Mazandaran",1,1,1,1,1,1,0,58,1533,58,1572
2020-03-20,"IRN",1,"Mazandaran",1,1,1,1,1,1,0,84,1617,84,1656
2020-03-21,"IRN",1,"Mazandaran",1,1,1,1,1,1,0,28,1645,28,1684
2020-03-22,"IRN",1,"Mazandaran",1,1,1,1,1,1,0,36,1681,36,1720
2020-02-19,"IRN",1,"Alburz",0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"IRN",1,"Alburz",0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"IRN",1,"Alburz",0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"IRN",1,"Alburz",0,0,1,0,0,0,0,0,0,0,0
2020-02-23,"IRN",1,"Alburz",0,0,1,0,0,0,0,0,0,0,0
2020-02-24,"IRN",1,"Alburz",0,0,1,0,0,0,0,0,0,0,0
2020-02-25,"IRN",1,"Alburz",0,0,1,0,0,0,0,2,2,2,2
2020-02-26,"IRN",1,"Alburz",0,0,1,0,0,0,0,0,2,0,2
2020-02-27,"IRN",1,"Alburz",0,0,1,0,0,0,0,3,5,3,5
2020-02-28,"IRN",1,"Alburz",0,0,1,0,0,0,0,3,8,3,8
2020-02-29,"IRN",1,"Alburz",0,0,1,0,0,0,0,8,16,8,16
2020-03-01,"IRN",1,"Alburz",0,1,1,0,0,0,0,31,47,31,47
2020-03-02,"IRN",1,"Alburz",0,1,1,0,0,0,0,NA,NA,42,89
2020-03-03,"IRN",1,"Alburz",0,1,1,1,0,0,0,NA,NA,67,156
2020-03-04,"IRN",1,"Alburz",0,1,1,1,0,0,0,19,66,19,175
2020-03-05,"IRN",1,"Alburz",1,1,1,1,0,0,0,61,127,61,236
2020-03-06,"IRN",1,"Alburz",1,1,1,1,0,0,0,129,256,129,365
2020-03-07,"IRN",1,"Alburz",1,1,1,1,0,0,0,3,259,3,368
2020-03-08,"IRN",1,"Alburz",1,1,1,1,0,0,0,2,261,2,370
2020-03-09,"IRN",1,"Alburz",1,1,1,1,0,0,0,0,261,0,370
2020-03-10,"IRN",1,"Alburz",1,1,1,1,0,0,0,32,293,32,402
2020-03-11,"IRN",1,"Alburz",1,1,1,1,0,0,0,45,338,45,447
2020-03-12,"IRN",1,"Alburz",1,1,1,1,0,0,0,74,412,74,521
2020-03-13,"IRN",1,"Alburz",1,1,1,1,1,1,0,6,418,6,527
2020-03-14,"IRN",1,"Alburz",1,1,1,1,1,1,0,134,552,134,661
2020-03-15,"IRN",1,"Alburz",1,1,1,1,1,1,0,67,619,67,728
2020-03-16,"IRN",1,"Alburz",1,1,1,1,1,1,0,49,668,49,777
2020-03-17,"IRN",1,"Alburz",1,1,1,1,1,1,0,116,784,116,893
2020-03-18,"IRN",1,"Alburz",1,1,1,1,1,1,0,76,860,76,969
2020-03-19,"IRN",1,"Alburz",1,1,1,1,1,1,0,61,921,61,1030
2020-03-20,"IRN",1,"Alburz",1,1,1,1,1,1,0,95,1016,95,1125
2020-03-21,"IRN",1,"Alburz",1,1,1,1,1,1,0,55,1071,55,1180
2020-03-22,"IRN",1,"Alburz",1,1,1,1,1,1,0,60,1131,60,1240
2020-02-19,"IRN",1,"Semnan",0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"IRN",1,"Semnan",0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"IRN",1,"Semnan",0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"IRN",1,"Semnan",0,0,1,0,0,0,0,0,0,0,0
2020-02-23,"IRN",1,"Semnan",0,0,1,0,0,0,0,0,0,0,0
2020-02-24,"IRN",1,"Semnan",0,0,1,0,0,0,0,0,0,0,0
2020-02-25,"IRN",1,"Semnan",0,0,1,0,0,0,0,0,0,0,0
2020-02-26,"IRN",1,"Semnan",0,0,1,0,0,0,0,1,1,1,1
2020-02-27,"IRN",1,"Semnan",0,0,1,0,0,0,0,3,4,3,4
2020-02-28,"IRN",1,"Semnan",0,0,1,0,0,0,0,2,6,2,6
2020-02-29,"IRN",1,"Semnan",0,0,1,0,0,0,0,4,10,4,10
2020-03-01,"IRN",1,"Semnan",0,1,1,0,0,0,0,3,13,3,13
2020-03-02,"IRN",1,"Semnan",0,1,1,0,0,0,0,NA,NA,4,17
2020-03-03,"IRN",1,"Semnan",0,1,1,1,0,0,0,NA,NA,6,23
2020-03-04,"IRN",1,"Semnan",0,1,1,1,0,0,0,8,21,8,31
2020-03-05,"IRN",1,"Semnan",1,1,1,1,0,0,0,22,43,22,53
2020-03-06,"IRN",1,"Semnan",1,1,1,1,0,0,0,54,97,54,107
2020-03-07,"IRN",1,"Semnan",1,1,1,1,0,0,0,24,121,24,131
2020-03-08,"IRN",1,"Semnan",1,1,1,1,0,0,0,37,158,37,168
2020-03-09,"IRN",1,"Semnan",1,1,1,1,0,0,0,45,203,45,213
2020-03-10,"IRN",1,"Semnan",1,1,1,1,0,0,0,1,204,1,214
2020-03-11,"IRN",1,"Semnan",1,1,1,1,0,0,0,63,267,63,277
2020-03-12,"IRN",1,"Semnan",1,1,1,1,0,0,0,40,307,40,317
2020-03-13,"IRN",1,"Semnan",1,1,1,1,1,1,0,38,345,38,355
2020-03-14,"IRN",1,"Semnan",1,1,1,1,1,1,0,47,392,47,402
2020-03-15,"IRN",1,"Semnan",1,1,1,1,1,1,0,41,433,41,443
2020-03-16,"IRN",1,"Semnan",1,1,1,1,1,1,0,34,467,34,477
2020-03-17,"IRN",1,"Semnan",1,1,1,1,1,1,0,33,500,33,510
2020-03-18,"IRN",1,"Semnan",1,1,1,1,1,1,0,60,560,60,570
2020-03-19,"IRN",1,"Semnan",1,1,1,1,1,1,0,16,576,16,586
2020-03-20,"IRN",1,"Semnan",1,1,1,1,1,1,0,52,628,52,638
2020-03-21,"IRN",1,"Semnan",1,1,1,1,1,1,0,0,628,0,638
2020-03-22,"IRN",1,"Semnan",1,1,1,1,1,1,0,0,628,0,638
2020-02-19,"IRN",1,"Golestan",0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"IRN",1,"Golestan",0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"IRN",1,"Golestan",0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"IRN",1,"Golestan",0,0,1,0,0,0,0,0,0,0,0
2020-02-23,"IRN",1,"Golestan",0,0,1,0,0,0,0,0,0,0,0
2020-02-24,"IRN",1,"Golestan",0,0,1,0,0,0,0,0,0,0,0
2020-02-25,"IRN",1,"Golestan",0,0,1,0,0,0,0,0,0,0,0
2020-02-26,"IRN",1,"Golestan",0,0,1,0,0,0,0,0,0,0,0
2020-02-27,"IRN",1,"Golestan",0,0,1,0,0,0,0,0,0,0,0
2020-02-28,"IRN",1,"Golestan",0,0,1,0,0,0,0,2,2,2,2
2020-02-29,"IRN",1,"Golestan",0,0,1,0,0,0,0,22,24,22,24
2020-03-01,"IRN",1,"Golestan",0,1,1,0,0,0,0,0,24,0,24
2020-03-02,"IRN",1,"Golestan",0,1,1,0,0,0,0,NA,NA,0,24
2020-03-03,"IRN",1,"Golestan",0,1,1,1,0,0,0,NA,NA,0,24
2020-03-04,"IRN",1,"Golestan",0,1,1,1,0,0,0,9,33,9,33
2020-03-05,"IRN",1,"Golestan",1,1,1,1,0,0,0,4,37,4,37
2020-03-06,"IRN",1,"Golestan",1,1,1,1,0,0,0,67,104,67,104
2020-03-07,"IRN",1,"Golestan",1,1,1,1,0,0,0,58,162,58,162
2020-03-08,"IRN",1,"Golestan",1,1,1,1,0,0,0,13,175,13,175
2020-03-09,"IRN",1,"Golestan",1,1,1,1,0,0,0,0,175,0,175
2020-03-10,"IRN",1,"Golestan",1,1,1,1,0,0,0,4,179,4,179
2020-03-11,"IRN",1,"Golestan",1,1,1,1,0,0,0,9,188,9,188
2020-03-12,"IRN",1,"Golestan",1,1,1,1,0,0,0,25,213,25,213
2020-03-13,"IRN",1,"Golestan",1,1,1,1,1,1,0,21,234,21,234
2020-03-14,"IRN",1,"Golestan",1,1,1,1,1,1,0,0,234,0,234
2020-03-15,"IRN",1,"Golestan",1,1,1,1,1,1,0,25,259,25,259
2020-03-16,"IRN",1,"Golestan",1,1,1,1,1,1,0,42,301,42,301
2020-03-17,"IRN",1,"Golestan",1,1,1,1,1,1,0,30,331,30,331
2020-03-18,"IRN",1,"Golestan",1,1,1,1,1,1,0,20,351,20,351
2020-03-19,"IRN",1,"Golestan",1,1,1,1,1,1,0,9,360,9,360
2020-03-20,"IRN",1,"Golestan",1,1,1,1,1,1,0,15,375,15,375
2020-03-21,"IRN",1,"Golestan",1,1,1,1,1,1,0,6,381,6,381
2020-03-22,"IRN",1,"Golestan",1,1,1,1,1,1,0,10,391,10,391
2020-02-19,"IRN",1,"Qazvin",0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"IRN",1,"Qazvin",0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"IRN",1,"Qazvin",0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"IRN",1,"Qazvin",0,0,1,0,0,0,0,0,0,0,0
2020-02-23,"IRN",1,"Qazvin",0,0,1,0,0,0,0,0,0,0,0
2020-02-24,"IRN",1,"Qazvin",0,0,1,0,0,0,0,0,0,0,0
2020-02-25,"IRN",1,"Qazvin",0,0,1,0,0,0,0,0,0,0,0
2020-02-26,"IRN",1,"Qazvin",0,0,1,0,0,0,0,0,0,0,0
2020-02-27,"IRN",1,"Qazvin",0,0,1,0,0,0,0,0,0,0,0
2020-02-28,"IRN",1,"Qazvin",0,0,1,0,0,0,0,2,2,2,2
2020-02-29,"IRN",1,"Qazvin",0,0,1,0,0,0,0,6,8,6,8
2020-03-01,"IRN",1,"Qazvin",0,1,1,0,0,0,0,0,8,0,8
2020-03-02,"IRN",1,"Qazvin",0,1,1,0,0,0,0,NA,NA,0,8
2020-03-03,"IRN",1,"Qazvin",0,1,1,1,0,0,0,NA,NA,0,8
2020-03-04,"IRN",1,"Qazvin",0,1,1,1,0,0,0,25,33,25,33
2020-03-05,"IRN",1,"Qazvin",1,1,1,1,0,0,0,31,64,31,64
2020-03-06,"IRN",1,"Qazvin",1,1,1,1,0,0,0,65,129,65,129
2020-03-07,"IRN",1,"Qazvin",1,1,1,1,0,0,0,2,131,2,131
2020-03-08,"IRN",1,"Qazvin",1,1,1,1,0,0,0,29,160,29,160
2020-03-09,"IRN",1,"Qazvin",1,1,1,1,0,0,0,40,200,40,200
2020-03-10,"IRN",1,"Qazvin",1,1,1,1,0,0,0,10,210,10,210
2020-03-11,"IRN",1,"Qazvin",1,1,1,1,0,0,0,27,237,27,237
2020-03-12,"IRN",1,"Qazvin",1,1,1,1,0,0,0,42,279,42,279
2020-03-13,"IRN",1,"Qazvin",1,1,1,1,1,1,0,12,291,12,291
2020-03-14,"IRN",1,"Qazvin",1,1,1,1,1,1,0,47,338,47,338
2020-03-15,"IRN",1,"Qazvin",1,1,1,1,1,1,0,22,360,22,360
2020-03-16,"IRN",1,"Qazvin",1,1,1,1,1,1,0,40,400,40,400
2020-03-17,"IRN",1,"Qazvin",1,1,1,1,1,1,0,26,426,26,426
2020-03-18,"IRN",1,"Qazvin",1,1,1,1,1,1,0,53,479,53,479
2020-03-19,"IRN",1,"Qazvin",1,1,1,1,1,1,0,47,526,47,526
2020-03-20,"IRN",1,"Qazvin",1,1,1,1,1,1,0,8,534,8,534
2020-03-21,"IRN",1,"Qazvin",1,1,1,1,1,1,0,59,593,59,593
2020-03-22,"IRN",1,"Qazvin",1,1,1,1,1,1,0,29,622,29,622
2020-02-19,"IRN",2,"Esfahan",0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"IRN",2,"Esfahan",0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"IRN",2,"Esfahan",0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"IRN",2,"Esfahan",0,0,1,0,0,0,0,0,0,0,0
2020-02-23,"IRN",2,"Esfahan",0,0,1,0,0,0,0,0,0,0,0
2020-02-24,"IRN",2,"Esfahan",0,0,1,0,0,0,0,2,2,2,2
2020-02-25,"IRN",2,"Esfahan",0,0,1,0,0,0,0,0,2,0,2
2020-02-26,"IRN",2,"Esfahan",0,0,1,0,0,0,0,0,2,0,2
2020-02-27,"IRN",2,"Esfahan",0,0,1,0,0,0,0,8,10,8,10
2020-02-28,"IRN",2,"Esfahan",0,0,1,0,0,0,0,10,20,10,20
2020-02-29,"IRN",2,"Esfahan",0,0,1,0,0,0,0,12,32,12,32
2020-03-01,"IRN",2,"Esfahan",0,1,1,0,0,0,0,13,45,13,45
2020-03-02,"IRN",2,"Esfahan",0,1,1,0,0,0,0,NA,NA,18,63
2020-03-03,"IRN",2,"Esfahan",0,1,1,1,0,0,0,NA,NA,28,91
2020-03-04,"IRN",2,"Esfahan",0,1,1,1,0,0,0,0,45,0,91
2020-03-05,"IRN",2,"Esfahan",1,1,1,1,0,0,0,118,163,118,209
2020-03-06,"IRN",2,"Esfahan",1,1,1,1,0,0,0,150,313,150,359
2020-03-07,"IRN",2,"Esfahan",1,1,1,1,0,0,0,96,409,96,455
2020-03-08,"IRN",2,"Esfahan",1,1,1,1,0,0,0,80,489,80,535
2020-03-09,"IRN",2,"Esfahan",1,1,1,1,0,0,0,37,526,37,572
2020-03-10,"IRN",2,"Esfahan",1,1,1,1,0,0,0,17,543,17,589
2020-03-11,"IRN",2,"Esfahan",1,1,1,1,0,0,0,170,713,170,759
2020-03-12,"IRN",2,"Esfahan",1,1,1,1,0,0,0,4,717,4,763
2020-03-13,"IRN",2,"Esfahan",1,1,1,1,1,1,0,110,827,110,873
2020-03-14,"IRN",2,"Esfahan",1,1,1,1,1,1,0,155,982,155,1028
2020-03-15,"IRN",2,"Esfahan",1,1,1,1,1,1,0,126,1108,126,1154
2020-03-16,"IRN",2,"Esfahan",1,1,1,1,1,1,0,118,1226,118,1272
2020-03-17,"IRN",2,"Esfahan",1,1,1,1,1,1,0,75,1301,75,1347
2020-03-18,"IRN",2,"Esfahan",1,1,1,1,1,1,0,162,1463,162,1509
