date,adm0_name,adm1_name,school_closure,travel_ban_local_opt,no_gathering,travel_ban_intl_out,work_from_home,testing_regime,home_isolation,religious_closure,cum_confirmed_cases,cum_confirmed_cases_imputed,population
2020-02-27,IRN,Kermanshah,1,0,1,1,0,0,0,0,3.0,3,1952434.0
2020-02-27,IRN,Khuzestan,0,0,1,1,0,0,0,0,3.0,3,4710509.0
2020-02-27,IRN,Kohgiluyeh and Buyer Ahmad,0,0,1,1,0,0,0,0,2.0,2,713052.0
2020-02-27,IRN,Kordestan,1,0,1,1,0,0,0,0,1.0,1,1603011.0
2020-02-27,IRN,Lorestan,0,0,1,1,0,0,0,0,4.0,4,1760649.0
2020-02-27,IRN,Markazi,1,0,1,1,0,0,0,0,5.0,5,1429475.0
2020-02-27,IRN,Mazandaran,1,0,1,1,0,0,0,0,11.0,11,3283582.0
2020-02-27,IRN,North Khorasan,0,0,1,1,0,0,0,0,0.0,0,863092.0
2020-02-27,IRN,Qazvin,1,0,1,1,0,0,0,0,0.0,0,1273761.0
2020-02-27,IRN,Qom,1,1,1,1,0,0,0,0,72.0,72,1292283.0
2020-02-27,IRN,Razavi Khorasan,0,0,1,1,0,0,0,0,2.0,2,6434501.0
2020-02-27,IRN,Semnan,1,0,1,1,0,0,0,0,4.0,4,702360.0
2020-02-27,IRN,Sistan and Baluchestan,0,0,1,1,0,0,0,0,2.0,2,2775014.0
2020-02-27,IRN,South Khorasan,0,0,1,1,0,0,0,0,0.0,0,768898.0
2020-02-27,IRN,Tehran,1,0,1,1,0,0,0,0,63.0,63,13267637.0
2020-02-27,IRN,West Azarbaijan,0,0,1,1,0,0,0,0,1.0,1,3265219.0
2020-02-27,IRN,Yazd,0,0,1,1,0,0,0,0,1.0,1,1138533.0
2020-02-27,IRN,Zanjan,1,0,1,1,0,0,0,0,0.0,0,1057461.0
2020-02-28,IRN,Alborz,1,0,1,1,0,0,0,0,8.0,8,2712400.0
2020-02-28,IRN,Ardebil,1,0,1,1,0,0,0,0,6.0,6,1270420.0
2020-02-28,IRN,Bushehr,0,0,1,1,0,0,0,0,0.0,0,1163400.0
2020-02-28,IRN,Chahar Mahall and Bakhtiari,0,0,1,1,0,0,0,0,0.0,0,947763.0
2020-02-28,IRN,East Azarbaijan,0,0,1,1,0,0,0,0,6.0,6,3909652.0
2020-02-28,IRN,Esfahan,0,0,1,1,0,0,0,0,20.0,20,5120850.0
2020-02-28,IRN,Fars,0,0,1,1,0,0,0,0,3.0,3,4851274.0
2020-02-28,IRN,Gilan,1,0,1,1,0,0,0,0,57.0,57,2530696.0
2020-02-28,IRN,Golestan,1,0,1,1,0,0,0,0,2.0,2,1868819.0
2020-02-28,IRN,Hamadan,1,0,1,1,0,0,0,0,2.0,2,1738234.0
2020-02-28,IRN,Hormozgan,0,0,1,1,0,0,0,0,2.0,2,1776415.0
2020-02-28,IRN,Ilam,0,0,1,1,0,0,0,0,0.0,0,580158.0
2020-02-28,IRN,Kerman,0,0,1,1,0,0,0,0,0.0,0,3164718.0
2020-02-28,IRN,Kermanshah,1,0,1,1,0,0,0,0,3.0,3,1952434.0
2020-02-28,IRN,Khuzestan,0,0,1,1,0,0,0,0,6.0,6,4710509.0
2020-02-28,IRN,Kohgiluyeh and Buyer Ahmad,0,0,1,1,0,0,0,0,2.0,2,713052.0
2020-02-28,IRN,Kordestan,1,0,1,1,0,0,0,0,3.0,3,1603011.0
2020-02-28,IRN,Lorestan,0,0,1,1,0,0,0,0,4.0,4,1760649.0
2020-02-28,IRN,Markazi,1,0,1,1,0,0,0,0,5.0,5,1429475.0
2020-02-28,IRN,Mazandaran,1,0,1,1,0,0,0,0,20.0,20,3283582.0
2020-02-28,IRN,North Khorasan,0,0,1,1,0,0,0,0,0.0,0,863092.0
2020-02-28,IRN,Qazvin,1,0,1,1,0,0,0,0,2.0,2,1273761.0
2020-02-28,IRN,Qom,1,1,1,1,0,0,0,0,88.0,88,1292283.0
2020-02-28,IRN,Razavi Khorasan,0,0,1,1,0,0,0,0,2.0,2,6434501.0
2020-02-28,IRN,Semnan,1,0,1,1,0,0,0,0,6.0,6,702360.0
2020-02-28,IRN,Sistan and Baluchestan,0,0,1,1,0,0,0,0,2.0,2,2775014.0
2020-02-28,IRN,South Khorasan,0,0,1,1,0,0,0,0,0.0,0,768898.0
2020-02-28,IRN,Tehran,1,0,1,1,0,0,0,0,127.0,127,13267637.0
2020-02-28,IRN,West Azarbaijan,0,0,1,1,0,0,0,0,1.0,1,3265219.0
2020-02-28,IRN,Yazd,0,0,1,1,0,0,0,0,1.0,1,1138533.0
2020-02-28,IRN,Zanjan,1,0,1,1,0,0,0,0,0.0,0,1057461.0
2020-02-29,IRN,Alborz,1,0,1,1,0,0,0,0,16.0,16,2712400.0
2020-02-29,IRN,Ardebil,1,0,1,1,0,0,0,0,9.0,9,1270420.0
2020-02-29,IRN,Bushehr,0,0,1,1,0,0,0,0,0.0,0,1163400.0
2020-02-29,IRN,Chahar Mahall and Bakhtiari,0,0,1,1,0,0,0,0,0.0,0,947763.0
2020-02-29,IRN,East Azarbaijan,0,0,1,1,0,0,0,0,12.0,12,3909652.0
2020-02-29,IRN,Esfahan,0,0,1,1,0,0,0,0,32.0,32,5120850.0
2020-02-29,IRN,Fars,0,0,1,1,0,0,0,0,11.0,11,4851274.0
2020-02-29,IRN,Gilan,1,0,1,1,0,0,0,0,74.0,74,2530696.0
2020-02-29,IRN,Golestan,1,0,1,1,0,0,0,0,24.0,24,1868819.0
2020-02-29,IRN,Hamadan,1,0,1,1,0,0,0,0,2.0,2,1738234.0
2020-02-29,IRN,Hormozgan,0,0,1,1,0,0,0,0,2.0,2,1776415.0
2020-02-29,IRN,Ilam,0,0,1,1,0,0,0,0,1.0,1,580158.0
2020-02-29,IRN,Kerman,0,0,1,1,0,0,0,0,0.0,0,3164718.0
2020-02-29,IRN,Kermanshah,1,0,1,1,0,0,0,0,3.0,3,1952434.0
2020-02-29,IRN,Khuzestan,0,0,1,1,0,0,0,0,10.0,10,4710509.0
2020-02-29,IRN,Kohgiluyeh and Buyer Ahmad,0,0,1,1,0,0,0,0,2.0,2,713052.0
2020-02-29,IRN,Kordestan,1,0,1,1,0,0,0,0,8.0,8,1603011.0
2020-02-29,IRN,Lorestan,0,0,1,1,0,0,0,0,4.0,4,1760649.0
2020-02-29,IRN,Markazi,1,0,1,1,0,0,0,0,23.0,23,1429475.0
2020-02-29,IRN,Mazandaran,1,0,1,1,0,0,0,0,32.0,32,3283582.0
2020-02-29,IRN,North Khorasan,0,0,1,1,0,0,0,0,0.0,0,863092.0
2020-02-29,IRN,Qazvin,1,0,1,1,0,0,0,0,8.0,8,1273761.0
2020-02-29,IRN,Qom,1,1,1,1,0,0,0,0,109.0,109,1292283.0
2020-02-29,IRN,Razavi Khorasan,0,0,1,1,0,0,0,0,2.0,2,6434501.0
2020-02-29,IRN,Semnan,1,0,1,1,0,0,0,0,10.0,10,702360.0
2020-02-29,IRN,Sistan and Baluchestan,0,0,1,1,0,0,0,0,3.0,3,2775014.0
2020-02-29,IRN,South Khorasan,0,0,1,1,0,0,0,0,1.0,1,768898.0
2020-02-29,IRN,Tehran,1,0,1,1,0,0,0,0,179.0,179,13267637.0
2020-02-29,IRN,West Azarbaijan,0,0,1,1,0,0,0,0,1.0,1,3265219.0
2020-02-29,IRN,Yazd,0,0,1,1,0,0,0,0,5.0,5,1138533.0
2020-02-29,IRN,Zanjan,1,0,1,1,0,0,0,0,0.0,0,1057461.0
2020-03-01,IRN,Alborz,1,1,1,1,0,0,0,0,47.0,47,2712400.0
2020-03-01,IRN,Ardebil,1,1,1,1,0,0,0,0,9.0,9,1270420.0
2020-03-01,IRN,Bushehr,0,1,1,1,0,0,0,0,0.0,0,1163400.0
2020-03-01,IRN,Chahar Mahall and Bakhtiari,0,1,1,1,0,0,0,0,0.0,0,947763.0
2020-03-01,IRN,East Azarbaijan,0,1,1,1,0,0,0,0,12.0,12,3909652.0
2020-03-01,IRN,Esfahan,0,1,1,1,0,0,0,0,45.0,45,5120850.0
2020-03-01,IRN,Fars,0,1,1,1,0,0,0,0,19.0,19,4851274.0
2020-03-01,IRN,Gilan,1,1,1,1,0,0,0,0,102.0,102,2530696.0
2020-03-01,IRN,Golestan,1,1,1,1,0,0,0,0,24.0,24,1868819.0
2020-03-01,IRN,Hamadan,1,1,1,1,0,0,0,0,5.0,5,1738234.0
2020-03-01,IRN,Hormozgan,0,1,1,1,0,0,0,0,4.0,4,1776415.0
2020-03-01,IRN,Ilam,0,1,1,1,0,0,0,0,2.0,2,580158.0
2020-03-01,IRN,Kerman,0,1,1,1,0,0,0,0,2.0,2,3164718.0
2020-03-01,IRN,Kermanshah,1,1,1,1,0,0,0,0,5.0,5,1952434.0
2020-03-01,IRN,Khuzestan,0,1,1,1,0,0,0,0,19.0,19,4710509.0
2020-03-01,IRN,Kohgiluyeh and Buyer Ahmad,0,1,1,1,0,0,0,0,2.0,2,713052.0
2020-03-01,IRN,Kordestan,1,1,1,1,0,0,0,0,8.0,8,1603011.0
2020-03-01,IRN,Lorestan,0,1,1,1,0,0,0,0,12.0,12,1760649.0
2020-03-01,IRN,Markazi,1,1,1,1,0,0,0,0,67.0,67,1429475.0
2020-03-01,IRN,Mazandaran,1,1,1,1,0,0,0,0,43.0,43,3283582.0
2020-03-01,IRN,North Khorasan,0,1,1,1,0,0,0,0,0.0,0,863092.0
2020-03-01,IRN,Qazvin,1,1,1,1,0,0,0,0,8.0,8,1273761.0
2020-03-01,IRN,Qom,1,1,1,1,0,0,0,0,139.0,139,1292283.0
2020-03-01,IRN,Razavi Khorasan,0,1,1,1,0,0,0,0,19.0,19,6434501.0
2020-03-01,IRN,Semnan,1,1,1,1,0,0,0,0,13.0,13,702360.0
2020-03-01,IRN,Sistan and Baluchestan,0,1,1,1,0,0,0,0,5.0,5,2775014.0
2020-03-01,IRN,South Khorasan,0,1,1,1,0,0,0,0,3.0,3,768898.0
2020-03-01,IRN,Tehran,1,1,1,1,0,0,0,0,349.0,349,13267637.0
2020-03-01,IRN,West Azarbaijan,0,1,1,1,0,0,0,0,1.0,1,3265219.0
2020-03-01,IRN,Yazd,0,1,1,1,0,0,0,0,5.0,5,1138533.0
2020-03-01,IRN,Zanjan,1,1,1,1,0,0,0,0,0.0,0,1057461.0
2020-03-02,IRN,Alborz,1,1,1,1,0,0,0,0,,89,2712400.0
2020-03-02,IRN,Ardebil,1,1,1,1,0,0,0,0,,9,1270420.0
2020-03-02,IRN,Bushehr,0,1,1,1,0,0,0,0,,0,1163400.0
2020-03-02,IRN,Chahar Mahall and Bakhtiari,0,1,1,1,0,0,0,0,,0,947763.0
2020-03-02,IRN,East Azarbaijan,0,1,1,1,0,0,0,0,,12,3909652.0
2020-03-02,IRN,Esfahan,0,1,1,1,0,0,0,0,,63,5120850.0
2020-03-02,IRN,Fars,0,1,1,1,0,0,0,0,,30,4851274.0
2020-03-02,IRN,Gilan,1,1,1,1,0,0,0,0,,140,2530696.0
2020-03-02,IRN,Golestan,1,1,1,1,0,0,0,0,,24,1868819.0
2020-03-02,IRN,Hamadan,1,1,1,1,0,0,0,0,,9,1738234.0
2020-03-02,IRN,Hormozgan,0,1,1,1,0,0,0,0,,7,1776415.0
2020-03-02,IRN,Ilam,0,1,1,1,0,0,0,0,,3,580158.0
2020-03-02,IRN,Kerman,0,1,1,1,0,0,0,0,,5,3164718.0
2020-03-02,IRN,Kermanshah,1,1,1,1,0,0,0,0,,8,1952434.0
2020-03-02,IRN,Khuzestan,0,1,1,1,0,0,0,0,,31,4710509.0
2020-03-02,IRN,Kohgiluyeh and Buyer Ahmad,0,1,1,1,0,0,0,0,,2,713052.0
2020-03-02,IRN,Kordestan,1,1,1,1,0,0,0,0,,8,1603011.0
2020-03-02,IRN,Lorestan,0,1,1,1,0,0,0,0,,23,1760649.0
2020-03-02,IRN,Markazi,1,1,1,1,0,0,0,0,,127,1429475.0
2020-03-02,IRN,Mazandaran,1,1,1,1,0,0,0,0,,58,3283582.0
2020-03-02,IRN,North Khorasan,0,1,1,1,0,0,0,0,,0,863092.0
2020-03-02,IRN,Qazvin,1,1,1,1,0,0,0,0,,8,1273761.0
2020-03-02,IRN,Qom,1,1,1,1,0,0,0,0,,180,1292283.0
2020-03-02,IRN,Razavi Khorasan,0,1,1,1,0,0,0,0,,42,6434501.0
2020-03-02,IRN,Semnan,1,1,1,1,0,0,0,0,,17,702360.0
2020-03-02,IRN,Sistan and Baluchestan,0,1,1,1,0,0,0,0,,8,2775014.0
2020-03-02,IRN,South Khorasan,0,1,1,1,0,0,0,0,,6,768898.0
2020-03-02,IRN,Tehran,1,1,1,1,0,0,0,0,,579,13267637.0
2020-03-02,IRN,West Azarbaijan,0,1,1,1,0,0,0,0,,1,3265219.0
2020-03-02,IRN,Yazd,0,1,1,1,0,0,0,0,,5,1138533.0
2020-03-02,IRN,Zanjan,1,1,1,1,0,0,0,0,,0,1057461.0
2020-03-03,IRN,Alborz,1,1,1,1,1,0,0,0,,156,2712400.0
2020-03-03,IRN,Ardebil,1,1,1,1,1,0,0,0,,9,1270420.0
2020-03-03,IRN,Bushehr,0,1,1,1,1,0,0,0,,0,1163400.0
2020-03-03,IRN,Chahar Mahall and Bakhtiari,0,1,1,1,1,0,0,0,,0,947763.0
2020-03-03,IRN,East Azarbaijan,0,1,1,1,1,0,0,0,,12,3909652.0
2020-03-03,IRN,Esfahan,0,1,1,1,1,0,0,0,,91,5120850.0
2020-03-03,IRN,Fars,0,1,1,1,1,0,0,0,,47,4851274.0
2020-03-03,IRN,Gilan,1,1,1,1,1,0,0,0,,201,2530696.0
2020-03-03,IRN,Golestan,1,1,1,1,1,0,0,0,,24,1868819.0
2020-03-03,IRN,Hamadan,1,1,1,1,1,0,0,0,,15,1738234.0
2020-03-03,IRN,Hormozgan,0,1,1,1,1,0,0,0,,11,1776415.0
2020-03-03,IRN,Ilam,0,1,1,1,1,0,0,0,,5,580158.0
2020-03-03,IRN,Kerman,0,1,1,1,1,0,0,0,,9,3164718.0
2020-03-03,IRN,Kermanshah,1,1,1,1,1,0,0,0,,12,1952434.0
2020-03-03,IRN,Khuzestan,0,1,1,1,1,0,0,0,,50,4710509.0
2020-03-03,IRN,Kohgiluyeh and Buyer Ahmad,0,1,1,1,1,0,0,0,,2,713052.0
2020-03-03,IRN,Kordestan,1,1,1,1,1,0,0,0,,8,1603011.0
2020-03-03,IRN,Lorestan,0,1,1,1,1,0,0,0,,40,1760649.0
2020-03-03,IRN,Markazi,1,1,1,1,1,0,0,0,,222,1429475.0
2020-03-03,IRN,Mazandaran,1,1,1,1,1,0,0,0,,82,3283582.0
2020-03-03,IRN,North Khorasan,0,1,1,1,1,0,0,0,,0,863092.0
2020-03-03,IRN,Qazvin,1,1,1,1,1,0,0,0,,8,1273761.0
2020-03-03,IRN,Qom,1,1,1,1,1,0,0,0,,245,1292283.0
2020-03-03,IRN,Razavi Khorasan,0,1,1,1,1,0,0,0,,79,6434501.0
2020-03-03,IRN,Semnan,1,1,1,1,1,0,0,0,,23,702360.0
2020-03-03,IRN,Sistan and Baluchestan,0,1,1,1,1,0,0,0,,12,2775014.0
2020-03-03,IRN,South Khorasan,0,1,1,1,1,0,0,0,,10,768898.0
2020-03-03,IRN,Tehran,1,1,1,1,1,0,0,0,,947,13267637.0
2020-03-03,IRN,West Azarbaijan,0,1,1,1,1,0,0,0,,1,3265219.0
2020-03-03,IRN,Yazd,0,1,1,1,1,0,0,0,,5,1138533.0
2020-03-03,IRN,Zanjan,1,1,1,1,1,0,0,0,,0,1057461.0
2020-03-04,IRN,Alborz,1,1,1,1,1,0,0,0,66.0,175,2712400.0
2020-03-04,IRN,Ardebil,1,1,1,1,1,0,0,0,9.0,9,1270420.0
2020-03-04,IRN,Bushehr,0,1,1,1,1,0,0,0,0.0,0,1163400.0
2020-03-04,IRN,Chahar Mahall and Bakhtiari,0,1,1,1,1,0,0,0,1.0,1,947763.0
2020-03-04,IRN,East Azarbaijan,0,1,1,1,1,0,0,0,21.0,21,3909652.0
2020-03-04,IRN,Esfahan,0,1,1,1,1,0,0,0,45.0,91,5120850.0
2020-03-04,IRN,Fars,0,1,1,1,1,0,0,0,33.0,61,4851274.0
2020-03-04,IRN,Gilan,1,1,1,1,1,0,0,0,137.0,236,2530696.0
2020-03-04,IRN,Golestan,1,1,1,1,1,0,0,0,33.0,33,1868819.0
2020-03-04,IRN,Hamadan,1,1,1,1,1,0,0,0,5.0,15,1738234.0
2020-03-04,IRN,Hormozgan,0,1,1,1,1,0,0,0,4.0,11,1776415.0
2020-03-04,IRN,Ilam,0,1,1,1,1,0,0,0,9.0,12,580158.0
2020-03-04,IRN,Kerman,0,1,1,1,1,0,0,0,16.0,23,3164718.0
2020-03-04,IRN,Kermanshah,1,1,1,1,1,0,0,0,20.0,27,1952434.0
2020-03-04,IRN,Khuzestan,0,1,1,1,1,0,0,0,46.0,77,4710509.0
2020-03-04,IRN,Kohgiluyeh and Buyer Ahmad,0,1,1,1,1,0,0,0,2.0,2,713052.0
2020-03-04,IRN,Kordestan,1,1,1,1,1,0,0,0,12.0,12,1603011.0
2020-03-04,IRN,Lorestan,0,1,1,1,1,0,0,0,17.0,45,1760649.0
2020-03-04,IRN,Markazi,1,1,1,1,1,0,0,0,75.0,230,1429475.0
2020-03-04,IRN,Mazandaran,1,1,1,1,1,0,0,0,52.0,91,3283582.0
2020-03-04,IRN,North Khorasan,0,1,1,1,1,0,0,0,1.0,1,863092.0
2020-03-04,IRN,Qazvin,1,1,1,1,1,0,0,0,33.0,33,1273761.0
2020-03-04,IRN,Qom,1,1,1,1,1,0,0,0,240.0,346,1292283.0
2020-03-04,IRN,Razavi Khorasan,0,1,1,1,1,0,0,0,27.0,87,6434501.0
2020-03-04,IRN,Semnan,1,1,1,1,1,0,0,0,21.0,31,702360.0
2020-03-04,IRN,Sistan and Baluchestan,0,1,1,1,1,0,0,0,13.0,20,2775014.0
2020-03-04,IRN,South Khorasan,0,1,1,1,1,0,0,0,3.0,10,768898.0
2020-03-04,IRN,Tehran,1,1,1,1,1,0,0,0,602.0,1200,13267637.0
2020-03-04,IRN,West Azarbaijan,0,1,1,1,1,0,0,0,1.0,1,3265219.0
2020-03-04,IRN,Yazd,0,1,1,1,1,0,0,0,5.0,5,1138533.0
2020-03-04,IRN,Zanjan,1,1,1,1,1,0,0,0,6.0,6,1057461.0
2020-03-05,IRN,Alborz,1,1,1,1,1,0,0,0,127.0,236,2712400.0
2020-03-05,IRN,Ardebil,1,1,1,1,1,0,0,0,26.0,26,1270420.0
2020-03-05,IRN,Bushehr,1,1,1,1,1,0,0,0,3.0,3,1163400.0
2020-03-05,IRN,Chahar Mahall and Bakhtiari,1,1,1,1,1,0,0,0,9.0,9,947763.0
2020-03-05,IRN,East Azarbaijan,1,1,1,1,1,0,0,0,31.0,31,3909652.0
2020-03-05,IRN,Esfahan,1,1,1,1,1,0,0,0,163.0,209,5120850.0
2020-03-05,IRN,Fars,1,1,1,1,1,0,0,0,52.0,80,4851274.0
2020-03-05,IRN,Gilan,1,1,1,1,1,0,0,0,217.0,316,2530696.0
2020-03-05,IRN,Golestan,1,1,1,1,1,0,0,0,37.0,37,1868819.0
2020-03-05,IRN,Hamadan,1,1,1,1,1,0,0,0,11.0,21,1738234.0
2020-03-05,IRN,Hormozgan,1,1,1,1,1,0,0,0,6.0,13,1776415.0
2020-03-05,IRN,Ilam,1,1,1,1,1,0,0,0,9.0,12,580158.0
2020-03-05,IRN,Kerman,1,1,1,1,1,0,0,0,16.0,23,3164718.0
2020-03-05,IRN,Kermanshah,1,1,1,1,1,0,0,0,20.0,27,1952434.0
2020-03-05,IRN,Khuzestan,1,1,1,1,1,0,0,0,47.0,78,4710509.0
2020-03-05,IRN,Kohgiluyeh and Buyer Ahmad,1,1,1,1,1,0,0,0,2.0,2,713052.0
2020-03-05,IRN,Kordestan,1,1,1,1,1,0,0,0,18.0,18,1603011.0
2020-03-05,IRN,Lorestan,1,1,1,1,1,0,0,0,28.0,56,1760649.0
2020-03-05,IRN,Markazi,1,1,1,1,1,0,0,0,106.0,261,1429475.0
2020-03-05,IRN,Mazandaran,1,1,1,1,1,0,0,0,102.0,141,3283582.0
2020-03-05,IRN,North Khorasan,1,1,1,1,1,0,0,0,3.0,3,863092.0
2020-03-05,IRN,Qazvin,1,1,1,1,1,0,0,0,64.0,64,1273761.0
2020-03-05,IRN,Qom,1,1,1,1,1,0,0,0,272.0,378,1292283.0
2020-03-05,IRN,Razavi Khorasan,1,1,1,1,1,0,0,0,80.0,140,6434501.0
2020-03-05,IRN,Semnan,1,1,1,1,1,0,0,0,43.0,53,702360.0
2020-03-05,IRN,Sistan and Baluchestan,1,1,1,1,1,0,0,0,18.0,25,2775014.0
2020-03-05,IRN,South Khorasan,1,1,1,1,1,0,0,0,12.0,19,768898.0
2020-03-05,IRN,Tehran,1,1,1,1,1,0,0,0,658.0,1256,13267637.0
2020-03-05,IRN,West Azarbaijan,1,1,1,1,1,0,0,0,6.0,6,3265219.0
2020-03-05,IRN,Yazd,1,1,1,1,1,0,0,0,5.0,5,1138533.0
2020-03-05,IRN,Zanjan,1,1,1,1,1,0,0,0,13.0,13,1057461.0
2020-03-06,IRN,Alborz,1,1,1,1,1,0,0,0,256.0,365,2712400.0
2020-03-06,IRN,Ardebil,1,1,1,1,1,0,0,0,37.0,37,1270420.0
2020-03-06,IRN,Bushehr,1,1,1,1,1,0,0,0,5.0,5,1163400.0
2020-03-06,IRN,Chahar Mahall and Bakhtiari,1,1,1,1,1,0,0,0,14.0,14,947763.0
2020-03-06,IRN,East Azarbaijan,1,1,1,1,1,0,0,0,41.0,41,3909652.0
2020-03-06,IRN,Esfahan,1,1,1,1,1,1,0,0,313.0,359,5120850.0
2020-03-06,IRN,Fars,1,1,1,1,1,0,0,0,65.0,93,4851274.0
2020-03-06,IRN,Gilan,1,1,1,1,1,1,0,0,308.0,407,2530696.0
2020-03-06,IRN,Golestan,1,1,1,1,1,0,0,0,104.0,104,1868819.0
2020-03-06,IRN,Hamadan,1,1,1,1,1,0,0,0,18.0,28,1738234.0
2020-03-06,IRN,Hormozgan,1,1,1,1,1,0,0,0,12.0,19,1776415.0
2020-03-06,IRN,Ilam,1,1,1,1,1,0,0,0,11.0,14,580158.0
2020-03-06,IRN,Kerman,1,1,1,1,1,0,0,0,23.0,30,3164718.0
2020-03-06,IRN,Kermanshah,1,1,1,1,1,0,0,0,25.0,32,1952434.0
2020-03-06,IRN,Khuzestan,1,1,1,1,1,0,0,0,47.0,78,4710509.0
2020-03-06,IRN,Kohgiluyeh and Buyer Ahmad,1,1,1,1,1,0,0,0,6.0,6,713052.0
2020-03-06,IRN,Kordestan,1,1,1,1,1,0,0,0,42.0,42,1603011.0
2020-03-06,IRN,Lorestan,1,1,1,1,1,0,0,0,78.0,106,1760649.0
2020-03-06,IRN,Markazi,1,1,1,1,1,0,0,0,154.0,309,1429475.0
2020-03-06,IRN,Mazandaran,1,1,1,1,1,0,0,0,282.0,321,3283582.0
2020-03-06,IRN,North Khorasan,1,1,1,1,1,0,0,0,15.0,15,863092.0
2020-03-06,IRN,Qazvin,1,1,1,1,1,0,0,0,129.0,129,1273761.0
2020-03-06,IRN,Qom,1,1,1,1,1,1,0,0,409.0,515,1292283.0
2020-03-06,IRN,Razavi Khorasan,1,1,1,1,1,0,0,0,80.0,140,6434501.0
2020-03-06,IRN,Semnan,1,1,1,1,1,0,0,0,97.0,107,702360.0
2020-03-06,IRN,Sistan and Baluchestan,1,1,1,1,1,0,0,0,20.0,27,2775014.0
2020-03-06,IRN,South Khorasan,1,1,1,1,1,0,0,0,15.0,22,768898.0
