adm0_name,adm1_id,adm1_name,date,cum_confirmed_cases,cum_confirmed_cases_imputed,population,cum_hospitalized,event_cancel,event_cancel_popwt,home_isolation,home_isolation_popwt,no_gathering_inside,no_gathering_inside_popwt,social_distance,social_distance_popwt,social_distance_opt,business_closure,no_gathering,no_gathering_size,school_closure,school_closure_popwt,t,dow,month,year,day,longest_series,l_cum_confirmed_cases,D_l_cum_confirmed_cases,l_cum_hospitalized,D_l_cum_hospitalized,sample_avg,day_avg,testing_regime_15mar2020,national_lockdown,no_gathering_5000,no_gathering_1000,no_gathering_100,pck_social_distance
"France",52,"PaysdelaLoire","2020-03-10",27,27,3801797,80,0,0,0,0,0,0,0,0,0,0,1,1000,0,0,21984,2,3,2020,10,0,3.295837,.0377405,4.382027,.091567,.2057971,,0,0,1,1,0,.2
"France",52,"PaysdelaLoire","2020-03-11",34,34,3801797,89,0,0,0,0,0,0,.5,.5,0,0,1,1000,0,0,21985,3,3,2020,11,0,3.526361,.2305236,4.488636,.1066098,.2057971,,0,0,1,1,0,.3
"France",52,"PaysdelaLoire","2020-03-12",41,41,3801797,97,0,0,0,0,0,0,.5,.5,0,0,1,1000,0,0,21986,4,3,2020,12,0,3.713572,.1872115,4.574711,.0860744,.2057971,,0,0,1,1,0,.3
"France",52,"PaysdelaLoire","2020-03-13",55,55,3801797,106,0,0,0,0,0,0,.5,.5,0,0,1,100,0,0,21987,5,3,2020,13,0,4.007333,.2937613,4.663439,.0887284,.2057971,,0,0,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-14",82,82,3801797,112,0,0,0,0,0,0,.5,.5,0,0,1,100,0,0,21988,6,3,2020,14,0,4.406719,.3993859,4.718499,.0550594,.2057971,,0,0,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-15",98,98,3801797,127,0,0,0,0,0,0,.5,.5,0,1,1,100,0,0,21989,0,3,2020,15,0,4.584968,.1782484,4.844187,.1256886,.2057971,,1,.5,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-16",108,108,3801797,143,0,0,0,0,0,0,.5,.5,0,1,1,100,1,1,21990,1,3,2020,16,0,4.682131,.0971637,4.962845,.1186576,.2057971,,0,.5,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-17",126,126,3801797,169,0,0,.8,.8,0,0,.5,.5,0,1,1,100,1,1,21991,2,3,2020,17,0,4.836282,.1541505,5.129899,.1670537,.2057971,,0,.9,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-18",128,128,3801797,189,0,0,.8,.8,0,0,.5,.5,0,1,1,100,1,1,21992,3,3,2020,18,0,4.85203,.0157485,5.241747,.1118484,.2057971,,0,.9,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-19",160,160,3801797,217,0,0,.8,.8,0,0,.5,.5,0,1,1,100,1,1,21993,4,3,2020,19,0,5.075174,.2231436,5.379897,.1381502,.2057971,,0,.9,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-20",190,190,3801797,258,0,0,.8,.8,0,0,.5,.5,0,1,1,100,1,1,21994,5,3,2020,20,0,5.247024,.1718502,5.552959,.1730623,.2057971,,0,.9,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-21",234,234,3801797,294,0,0,.8,.8,0,0,.5,.5,0,1,1,100,1,1,21995,6,3,2020,21,0,5.455321,.2082973,5.68358,.1306205,.2057971,,0,.9,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-22",270,270,3801797,342,0,0,.8,.8,0,0,.5,.5,0,1,1,100,1,1,21996,0,3,2020,22,0,5.598422,.1431007,5.834811,.1512308,.2057971,,0,.9,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-23",293,293,3801797,406,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,21997,1,3,2020,23,0,5.680172,.0817504,6.006353,.1715426,.2057971,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-24",343,343,3801797,474,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,21998,2,3,2020,24,0,5.83773,.157558,6.161207,.1548538,.2057971,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-25",368,368,3801797,569,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,21999,3,3,2020,25,0,5.908083,.0703526,6.343881,.1826735,.2057971,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-26",,,3801797,660,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22000,4,3,2020,26,0,,,6.49224,.1483593,,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-27",,,3801797,765,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22001,5,3,2020,27,0,,,6.639876,.1476359,,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-28",,,3801797,857,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22002,6,3,2020,28,0,,,6.753438,.1135621,,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-29",,,3801797,941,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22003,0,3,2020,29,0,,,6.846943,.0935049,,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-30",,,3801797,1045,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22004,1,3,2020,30,0,,,6.951772,.1048293,,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-03-31",,,3801797,1122,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22005,2,3,2020,31,0,,,7.022868,.0710959,,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-04-01",,,3801797,1212,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22006,3,4,2020,1,0,,,7.100027,.0771589,,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-04-02",,,3801797,1283,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22007,4,4,2020,2,0,,,7.156956,.0569291,,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-04-03",,,3801797,1361,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22008,5,4,2020,3,0,,,7.215975,.0590186,,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-04-04",,,3801797,1429,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22009,6,4,2020,4,0,,,7.26473,.0487552,,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-04-05",,,3801797,1493,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22010,0,4,2020,5,0,,,7.308543,.0438128,,,0,1,1,1,1,.5
"France",52,"PaysdelaLoire","2020-04-06",,,3801797,1568,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22011,1,4,2020,6,0,,,7.357556,.0490136,,,0,1,1,1,1,.5
"France",53,"Bretagne","2020-02-29",,3,3340379,0,0,0,0,0,0,0,0,0,0,0,1,5000,0,0,21974,6,2,2020,29,0,,,,,,,0,0,1,0,0,0
"France",53,"Bretagne","2020-03-01",,4,3340379,0,0,0,0,0,0,0,0,0,0,0,1,5000,1,.2261917,21975,0,3,2020,1,0,,,,,,,0,0,1,0,0,0
"France",53,"Bretagne","2020-03-02",13,13,3340379,0,0,0,0,0,0,0,0,0,0,0,1,5000,1,.2261917,21976,1,3,2020,2,0,2.564949,,,,,,0,0,1,0,0,0
"France",53,"Bretagne","2020-03-03",19,19,3340379,1,0,0,0,0,0,0,0,0,0,0,1,5000,1,.2261917,21977,2,3,2020,3,0,2.944439,.3794897,0,,.2057971,,0,0,1,0,0,0
"France",53,"Bretagne","2020-03-04",23,23,3340379,1,0,0,0,0,0,0,0,0,0,0,1,5000,1,.2261917,21978,3,3,2020,4,0,3.135494,.1910553,0,0,.2057971,,0,0,1,0,0,0
"France",53,"Bretagne","2020-03-05",29,29,3340379,1,0,0,0,0,0,0,0,0,0,0,1,5000,1,.2261917,21979,4,3,2020,5,0,3.367296,.2318015,0,0,.2057971,,0,0,1,0,0,0
"France",53,"Bretagne","2020-03-06",32,32,3340379,3,0,0,0,0,0,0,0,0,0,0,1,5000,1,.2261917,21980,5,3,2020,6,0,3.465736,.0984402,1.098612,1.098612,.2057971,,0,0,1,0,0,0
"France",53,"Bretagne","2020-03-07",40,40,3340379,3,0,0,0,0,0,0,0,0,0,0,1,5000,1,.2261917,21981,6,3,2020,7,0,3.688879,.2231436,1.098612,0,.2057971,,0,0,1,0,0,0
"France",53,"Bretagne","2020-03-08",59,59,3340379,3,0,0,0,0,0,0,0,0,0,0,1,1000,1,.2261917,21982,0,3,2020,8,0,4.077538,.388658,1.098612,0,.2057971,,0,0,1,1,0,.2
"France",53,"Bretagne","2020-03-09",71,71,3340379,3,0,0,0,0,0,0,0,0,0,0,1,1000,1,.2261917,21983,1,3,2020,9,0,4.26268,.1851425,1.098612,0,.2057971,,0,0,1,1,0,.2
"France",53,"Bretagne","2020-03-10",81,81,3340379,4,0,0,0,0,0,0,0,0,0,0,1,1000,1,.2261917,21984,2,3,2020,10,0,4.394449,.1317692,1.386294,.2876821,.2057971,,0,0,1,1,0,.2
"France",53,"Bretagne","2020-03-11",94,94,3340379,4,0,0,0,0,0,0,.5,.5,0,0,1,1000,1,.5501289,21985,3,3,2020,11,0,4.543295,.1488457,1.386294,0,.2057971,,0,0,1,1,0,.3
"France",53,"Bretagne","2020-03-12",117,117,3340379,7,0,0,0,0,0,0,.5,.5,0,0,1,1000,1,.5501289,21986,4,3,2020,12,0,4.762174,.2188792,1.94591,.5596157,.2057971,,0,0,1,1,0,.3
"France",53,"Bretagne","2020-03-13",157,157,3340379,8,0,0,0,0,0,0,.5,.5,0,0,1,100,1,.5501289,21987,5,3,2020,13,0,5.056246,.2940717,2.079442,.1335315,.2057971,,0,0,1,1,1,.5
"France",53,"Bretagne","2020-03-14",182,182,3340379,15,0,0,0,0,0,0,.5,.5,0,0,1,100,1,.5501289,21988,6,3,2020,14,0,5.204007,.1477609,2.70805,.6286087,.2057971,,0,0,1,1,1,.5
"France",53,"Bretagne","2020-03-15",207,207,3340379,23,0,0,0,0,0,0,.5,.5,0,1,1,100,1,.5501289,21989,0,3,2020,15,0,5.332719,.1287122,3.135494,.427444,.2057971,,1,.5,1,1,1,.5
"France",53,"Bretagne","2020-03-16",233,233,3340379,37,0,0,0,0,0,0,.5,.5,0,1,1,100,1,1,21990,1,3,2020,16,0,5.451038,.1183195,3.610918,.4754236,.2057971,,0,.5,1,1,1,.5
"France",53,"Bretagne","2020-03-17",247,247,3340379,57,0,0,.8,.8,0,0,.5,.5,0,1,1,100,1,1,21991,2,3,2020,17,0,5.509388,.0583501,4.043051,.4321334,.2057971,,0,.9,1,1,1,.5
"France",53,"Bretagne","2020-03-18",273,273,3340379,71,0,0,.8,.8,0,0,.5,.5,0,1,1,100,1,1,21992,3,3,2020,18,0,5.609472,.1000834,4.26268,.2196288,.2057971,,0,.9,1,1,1,.5
"France",53,"Bretagne","2020-03-19",297,297,3340379,96,0,0,.8,.8,0,0,.5,.5,0,1,1,100,1,1,21993,4,3,2020,19,0,5.693732,.0842605,4.564348,.3016682,.2057971,,0,.9,1,1,1,.5
"France",53,"Bretagne","2020-03-20",346,346,3340379,112,0,0,.8,.8,0,0,.5,.5,0,1,1,100,1,1,21994,5,3,2020,20,0,5.846439,.1527066,4.718499,.1541505,.2057971,,0,.9,1,1,1,.5
"France",53,"Bretagne","2020-03-21",359,359,3340379,137,0,0,.8,.8,0,0,.5,.5,0,1,1,100,1,1,21995,6,3,2020,21,0,5.883322,.0368834,4.919981,.2014823,.2057971,,0,.9,1,1,1,.5
"France",53,"Bretagne","2020-03-22",397,397,3340379,157,0,0,.8,.8,0,0,.5,.5,0,1,1,100,1,1,21996,0,3,2020,22,0,5.983936,.1006141,5.056246,.1362648,.2057971,,0,.9,1,1,1,.5
"France",53,"Bretagne","2020-03-23",490,490,3340379,193,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,21997,1,3,2020,23,0,6.194406,.2104692,5.26269,.2064443,.2057971,,0,1,1,1,1,.5
"France",53,"Bretagne","2020-03-24",526,526,3340379,228,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,21998,2,3,2020,24,0,6.265301,.0708957,5.429346,.1666555,.2057971,,0,1,1,1,1,.5
"France",53,"Bretagne","2020-03-25",603,603,3340379,273,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,21999,3,3,2020,25,0,6.401917,.1366158,5.609472,.1801262,.2057971,,0,1,1,1,1,.5
"France",53,"Bretagne","2020-03-26",,,3340379,313,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22000,4,3,2020,26,0,,,5.746203,.1367316,,,0,1,1,1,1,.5
"France",53,"Bretagne","2020-03-27",,,3340379,358,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22001,5,3,2020,27,0,,,5.880533,.1343298,,,0,1,1,1,1,.5
"France",53,"Bretagne","2020-03-28",,,3340379,403,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22002,6,3,2020,28,0,,,5.998937,.1184034,,,0,1,1,1,1,.5
"France",53,"Bretagne","2020-03-29",,,3340379,432,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22003,0,3,2020,29,0,,,6.068426,.069489,,,0,1,1,1,1,.5
"France",53,"Bretagne","2020-03-30",,,3340379,473,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22004,1,3,2020,30,0,,,6.159095,.0906696,,,0,1,1,1,1,.5
"France",53,"Bretagne","2020-03-31",,,3340379,513,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22005,2,3,2020,31,0,,,6.240276,.0811806,,,0,1,1,1,1,.5
"France",53,"Bretagne","2020-04-01",,,3340379,554,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22006,3,4,2020,1,0,,,6.317165,.076889,,,0,1,1,1,1,.5
"France",53,"Bretagne","2020-04-02",,,3340379,593,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22007,4,4,2020,2,0,,,6.385194,.0680294,,,0,1,1,1,1,.5
"France",53,"Bretagne","2020-04-03",,,3340379,627,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22008,5,4,2020,3,0,,,6.440947,.0557523,,,0,1,1,1,1,.5
"France",53,"Bretagne","2020-04-04",,,3340379,660,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22009,6,4,2020,4,0,,,6.49224,.0512934,,,0,1,1,1,1,.5
"France",53,"Bretagne","2020-04-05",,,3340379,698,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22010,0,4,2020,5,0,,,6.548219,.0559793,,,0,1,1,1,1,.5
"France",53,"Bretagne","2020-04-06",,,3340379,733,0,0,1,1,0,0,.5,.5,0,1,1,100,1,1,22011,1,4,2020,6,0,,,6.597146,.0489264,,,0,1,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-02-29",,1,5999982,1,0,0,0,0,0,0,0,0,0,0,1,5000,0,0,21974,6,2,2020,29,0,,,0,,,,0,0,1,0,0,0
"France",75,"NouvelleAquitaine","2020-03-01",,2,5999982,1,0,0,0,0,0,0,0,0,0,0,1,5000,0,0,21975,0,3,2020,1,0,,,0,0,,,0,0,1,0,0,0
"France",75,"NouvelleAquitaine","2020-03-06",11,11,5999982,9,0,0,0,0,0,0,0,0,0,0,1,5000,0,0,21980,5,3,2020,6,0,2.397895,,2.197225,,,,0,0,1,0,0,0
"France",75,"NouvelleAquitaine","2020-03-07",17,17,5999982,15,0,0,0,0,0,0,0,0,0,0,1,5000,0,0,21981,6,3,2020,7,0,2.833213,.435318,2.70805,.5108256,.2057971,,0,0,1,0,0,0
"France",75,"NouvelleAquitaine","2020-03-08",29,29,5999982,23,0,0,0,0,0,0,0,0,1,0,1,1000,0,0,21982,0,3,2020,8,0,3.367296,.5340824,3.135494,.427444,.2057971,,0,0,1,1,0,.2
"France",75,"NouvelleAquitaine","2020-03-09",39,39,5999982,25,0,0,0,0,0,0,0,0,1,0,1,1000,0,0,21983,1,3,2020,9,0,3.663562,.2962658,3.218876,.0833817,.2057971,,0,0,1,1,0,.2
"France",75,"NouvelleAquitaine","2020-03-10",54,54,5999982,30,0,0,0,0,0,0,0,0,1,0,1,1000,0,0,21984,2,3,2020,10,0,3.988984,.3254225,3.401197,.1823215,.2057971,,0,0,1,1,0,.2
"France",75,"NouvelleAquitaine","2020-03-11",66,66,5999982,34,0,0,0,0,0,0,.5,.5,1,0,1,1000,0,0,21985,3,3,2020,11,0,4.189655,.2006707,3.526361,.1251631,.2057971,,0,0,1,1,0,.3
"France",75,"NouvelleAquitaine","2020-03-12",87,87,5999982,46,0,0,0,0,0,0,.5,.5,1,0,1,1000,1,.1237195,21986,4,3,2020,12,0,4.465908,.2762532,3.828641,.3022809,.2057971,,0,0,1,1,0,.3
"France",75,"NouvelleAquitaine","2020-03-13",114,114,5999982,52,0,0,0,0,0,0,.5,.5,1,0,1,100,1,.1237195,21987,5,3,2020,13,0,4.736198,.2702904,3.951244,.1226022,.2057971,,0,0,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-03-14",130,130,5999982,65,0,0,0,0,0,0,.5,.5,1,0,1,100,1,.1237195,21988,6,3,2020,14,0,4.867535,.1313362,4.174387,.2231438,.2057971,,0,0,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-03-15",144,144,5999982,75,0,0,0,0,0,0,.5,.5,1,1,1,100,1,.1237195,21989,0,3,2020,15,0,4.969813,.1022787,4.317488,.1431007,.2057971,,1,.5,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-03-16",178,178,5999982,101,0,0,0,0,0,0,.5,.5,1,1,1,100,1,1,21990,1,3,2020,16,0,5.181784,.2119703,4.61512,.2976322,.2057971,,0,.5,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-03-17",200,200,5999982,138,0,0,.8,.8,0,0,.5,.5,1,1,1,100,1,1,21991,2,3,2020,17,0,5.298317,.1165338,4.927254,.3121333,.2057971,,0,.9,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-03-18",237,237,5999982,166,0,0,.8,.8,0,0,.5,.5,1,1,1,100,1,1,21992,3,3,2020,18,0,5.46806,.1697426,5.111988,.1847339,.2057971,,0,.9,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-03-19",280,280,5999982,209,0,0,.8,.8,0,0,.5,.5,1,1,1,100,1,1,21993,4,3,2020,19,0,5.634789,.1667295,5.342334,.2303467,.2057971,,0,.9,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-03-20",432,432,5999982,269,0,0,.8,.8,0,0,.5,.5,1,1,1,100,1,1,21994,5,3,2020,20,0,6.068426,.4336362,5.594711,.252377,.2057971,,0,.9,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-03-21",521,521,5999982,336,0,0,.8,.8,0,0,.5,.5,1,1,1,100,1,1,21995,6,3,2020,21,0,6.25575,.1873245,5.817111,.2223997,.2057971,,0,.9,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-03-22",612,612,5999982,406,0,0,.8,.8,0,0,.5,.5,1,1,1,100,1,1,21996,0,3,2020,22,0,6.416732,.1609821,6.006353,.1892424,.2057971,,0,.9,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-03-23",676,676,5999982,504,0,0,1,1,0,0,.5,.5,1,1,1,100,1,1,21997,1,3,2020,23,0,6.516193,.0994606,6.222576,.2162228,.2057971,,0,1,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-03-24",789,789,5999982,602,0,0,1,1,0,0,.5,.5,1,1,1,100,1,1,21998,2,3,2020,24,0,6.670766,.1545734,6.400258,.1776814,.2057971,,0,1,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-03-25",912,912,5999982,701,0,0,1,1,0,0,.5,.5,1,1,1,100,1,1,21999,3,3,2020,25,0,6.81564,.1448736,6.552508,.1522503,.2057971,,0,1,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-03-26",,,5999982,813,0,0,1,1,0,0,.5,.5,1,1,1,100,1,1,22000,4,3,2020,26,0,,,6.700731,.1482234,,,0,1,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-03-27",,,5999982,955,0,0,1,1,0,0,.5,.5,1,1,1,100,1,1,22001,5,3,2020,27,0,,,6.861712,.1609802,,,0,1,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-03-28",,,5999982,1073,0,0,1,1,0,0,.5,.5,1,1,1,100,1,1,22002,6,3,2020,28,0,,,6.978214,.1165023,,,0,1,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-03-29",,,5999982,1151,0,0,1,1,0,0,.5,.5,1,1,1,100,1,1,22003,0,3,2020,29,0,,,7.048387,.0701728,,,0,1,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-03-30",,,5999982,1274,0,0,1,1,0,0,.5,.5,1,1,1,100,1,1,22004,1,3,2020,30,0,,,7.149917,.1015301,,,0,1,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-03-31",,,5999982,1401,0,0,1,1,0,0,.5,.5,1,1,1,100,1,1,22005,2,3,2020,31,0,,,7.244942,.0950251,,,0,1,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-04-01",,,5999982,1529,0,0,1,1,0,0,.5,.5,1,1,1,100,1,1,22006,3,4,2020,1,0,,,7.332369,.0874276,,,0,1,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-04-02",,,5999982,1644,0,0,1,1,0,0,.5,.5,1,1,1,100,1,1,22007,4,4,2020,2,0,,,7.404888,.0725183,,,0,1,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-04-03",,,5999982,1770,0,0,1,1,0,0,.5,.5,1,1,1,100,1,1,22008,5,4,2020,3,0,,,7.478735,.0738473,,,0,1,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-04-04",,,5999982,1860,0,0,1,1,0,0,.5,.5,1,1,1,100,1,1,22009,6,4,2020,4,0,,,7.528332,.0495968,,,0,1,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-04-05",,,5999982,1955,0,0,1,1,0,0,.5,.5,1,1,1,100,1,1,22010,0,4,2020,5,0,,,7.578146,.0498137,,,0,1,1,1,1,.5
"France",75,"NouvelleAquitaine","2020-04-06",,,5999982,2053,0,0,1,1,0,0,.5,.5,1,1,1,100,1,1,22011,1,4,2020,6,0,,,7.627058,.048912,,,0,1,1,1,1,.5
"France",76,"Occitanie","2020-02-29",,2,5924858,1,0,0,0,0,0,0,0,0,0,0,1,5000,0,0,21974,6,2,2020,29,0,,,0,,,,0,0,1,0,0,0
"France",76,"Occitanie","2020-03-01",,3,5924858,7,0,0,0,0,0,0,0,0,0,0,1,5000,0,0,21975,0,3,2020,1,0,,,1.94591,1.94591,,,0,0,1,0,0,0
"France",76,"Occitanie","2020-03-05",11,11,5924858,12,0,0,0,0,0,0,0,0,0,0,1,5000,0,0,21979,4,3,2020,5,0,2.397895,,2.484907,,,,0,0,1,0,0,0
"France",76,"Occitanie","2020-03-06",18,18,5924858,14,0,0,0,0,0,0,0,0,0,0,1,5000,0,0,21980,5,3,2020,6,0,2.890372,.4924765,2.639057,.1541507,.2057971,,0,0,1,0,0,0
"France",76,"Occitanie","2020-03-07",36,36,5924858,18,0,0,0,0,0,0,0,0,0,0,1,5000,0,0,21981,6,3,2020,7,0,3.583519,.6931472,2.890372,.2513144,.2057971,,0,0,1,0,0,0
"France",76,"Occitanie","2020-03-08",36,36,5924858,26,0,0,0,0,0,0,0,0,0,0,1,1000,0,0,21982,0,3,2020,8,0,3.583519,0,3.258096,.3677247,.2057971,,0,0,1,1,0,.2
"France",76,"Occitanie","2020-03-09",60,60,5924858,33,0,0,0,0,0,0,0,0,0,0,1,1000,0,0,21983,1,3,2020,9,0,4.094345,.5108256,3.496508,.2384112,.2057971,,0,0,1,1,0,.2
"France",76,"Occitanie","2020-03-10",61,61,5924858,46,0,0,0,0,0,0,0,0,0,0,1,1000,0,0,21984,2,3,2020,10,0,4.110874,.0165291,3.828641,.3321338,.2057971,,0,0,1,1,0,.2
"France",76,"Occitanie","2020-03-11",87,87,5924858,55,0,0,0,0,0,0,.5,.5,0,0,1,1000,1,.1985102,21985,3,3,2020,11,0,4.465908,.3550344,4.007333,.1786919,.2057971,,0,0,1,1,0,.3
"France",76,"Occitanie","2020-03-12",133,133,5924858,65,0,0,0,0,0,0,.5,.5,0,0,1,1000,1,.1985102,21986,4,3,2020,12,0,4.890349,.4244409,4.174387,.1670542,.2057971,,0,0,1,1,0,.3
"France",76,"Occitanie","2020-03-13",172,172,5924858,103,0,0,0,0,0,0,.5,.5,0,0,1,100,1,.1985102,21987,5,3,2020,13,0,5.147494,.2571454,4.634729,.4603415,.2057971,,0,0,1,1,1,.5
"France",76,"Occitanie","2020-03-14",214,214,5924858,148,0,0,0,0,0,0,.5,.5,0,0,1,100,1,.1985102,21988,6,3,2020,14,0,5.365976,.2184815,4.997212,.3624835,.2057971,,0,0,1,1,1,.5
"France",76,"Occitanie","2020-03-15",243,243,5924858,195,0,0,0,0,0,0,.5,.5,0,1,1,100,1,.1985102,21989,0,3,2020,15,0,5.493062,.1270857,5.273,.2757874,.2057971,,1,.5,1,1,1,.5
"France",76,"Occitanie","2020-03-16",262,262,5924858,252,0,0,0,0,0,0,.5,.5,0,1,1,100,1,1,21990,1,3,2020,16,0,5.568345,.0752831,5.529429,.2564292,.2057971,,0,.5,1,1,1,.5
"France",76,"Occitanie","2020-03-17",311,311,5924858,304,0,0,.8,.8,0,0,.5,.5,0,1,1,100,1,1,21991,2,3,2020,17,0,5.739793,.1714482,5.717028,.1875987,.2057971,,0,.9,1,1,1,.5
"France",76,"Occitanie","2020-03-18",371,371,5924858,350,0,0,.8,.8,0,0,.5,.5,0,1,1,100,1,1,21992,3,3,2020,18,0,5.916202,.1764092,5.857933,.1409054,.2057971,,0,.9,1,1,1,.5
"France",76,"Occitanie","2020-03-19",444,444,5924858,387,0,0,1,.0443248,0,0,.5,.5,0,1,1,100,1,1,21993,4,3,2020,19,0,6.095825,.1796227,5.958425,.1004915,.2057971,,0,1,1,1,1,.5
"France",76,"Occitanie","2020-03-20",537,537,5924858,418,0,0,1,.0443248,0,0,.5,.5,0,1,1,100,1,1,21994,5,3,2020,20,0,6.285998,.1901731,6.035481,.0770569,.2057971,,0,1,1,1,1,.5
"France",76,"Occitanie","2020-03-21",611,611,5924858,459,0,0,1,.0443248,0,0,.5,.5,0,1,1,100,1,1,21995,6,3,2020,21,0,6.415097,.1290989,6.12905,.0935688,.2057971,,0,1,1,1,1,.5
