date,adm0_name,adm1_name,school_closure,travel_ban_local_opt,no_gathering,travel_ban_intl_out,work_from_home,testing_regime,home_isolation,religious_closure,cum_confirmed_cases,cum_confirmed_cases_imputed,population,t,dow,month,year,day,adm1_id,longest_series,l_cum_confirmed_cases,D_l_cum_confirmed_cases,testing_regime_13mar2020,sample_avg,day_avg,p_1,p_2
"2020-02-27","IRN","Alborz",1,0,1,1,0,0,0,0,,5,2712400,27feb2020,4,2,2020,27,"Alborz",0,,,0,.1647312,,.3333333,0
"2020-02-28","IRN","Alborz",1,0,1,1,0,0,0,0,,8,2712400,28feb2020,5,2,2020,28,"Alborz",0,,,0,.1647312,,.3333333,0
"2020-02-29","IRN","Alborz",1,0,1,1,0,0,0,0,16,16,2712400,29feb2020,6,2,2020,29,"Alborz",0,2.772589,,0,.1647312,,.3333333,0
"2020-03-01","IRN","Alborz",1,1,1,1,0,0,0,0,47,47,2712400,01mar2020,0,3,2020,1,"Alborz",0,3.850147,1.077559,0,,,.6666667,0
"2020-03-02","IRN","Alborz",1,1,1,1,0,0,0,0,,89,2712400,02mar2020,1,3,2020,2,"Alborz",0,,,0,.1647312,,.6666667,0
"2020-03-03","IRN","Alborz",1,1,1,1,1,0,0,0,,156,2712400,03mar2020,2,3,2020,3,"Alborz",0,,,0,.1647312,,1,0
"2020-03-04","IRN","Alborz",1,1,1,1,1,0,0,0,66,175,2712400,04mar2020,3,3,2020,4,"Alborz",0,4.189655,,0,.1647312,,1,0
"2020-03-05","IRN","Alborz",1,1,1,1,1,0,0,0,127,236,2712400,05mar2020,4,3,2020,5,"Alborz",0,4.844187,.6545324,0,,,1,0
"2020-03-06","IRN","Alborz",1,1,1,1,1,0,0,0,256,365,2712400,06mar2020,5,3,2020,6,"Alborz",0,5.545177,.7009902,0,,,1,0
"2020-03-07","IRN","Alborz",1,1,1,1,1,0,0,0,259,368,2712400,07mar2020,6,3,2020,7,"Alborz",0,5.556828,.0116506,0,,,1,0
"2020-03-08","IRN","Alborz",1,1,1,1,1,0,0,0,261,370,2712400,08mar2020,0,3,2020,8,"Alborz",0,5.56452,.0076923,0,,,1,0
"2020-03-09","IRN","Alborz",1,1,1,1,1,0,0,0,261,370,2712400,09mar2020,1,3,2020,9,"Alborz",0,5.56452,0,0,,,1,0
"2020-03-10","IRN","Alborz",1,1,1,1,1,0,0,0,293,402,2712400,10mar2020,2,3,2020,10,"Alborz",0,5.680172,.1156521,0,,,1,0
"2020-03-11","IRN","Alborz",1,1,1,1,1,0,0,0,338,447,2712400,11mar2020,3,3,2020,11,"Alborz",0,5.823046,.1428733,0,,,1,0
"2020-03-12","IRN","Alborz",1,1,1,1,1,0,0,0,412,521,2712400,12mar2020,4,3,2020,12,"Alborz",0,6.021023,.1979775,0,,,1,0
"2020-03-13","IRN","Alborz",1,1,1,1,1,1,1,0,418,527,2712400,13mar2020,5,3,2020,13,"Alborz",0,6.035481,.0144582,1,,,1,1
"2020-03-14","IRN","Alborz",1,1,1,1,1,1,1,0,552,661,2712400,14mar2020,6,3,2020,14,"Alborz",0,6.313548,.2780666,0,,,1,1
"2020-03-15","IRN","Alborz",1,1,1,1,1,1,1,0,619,728,2712400,15mar2020,0,3,2020,15,"Alborz",0,6.428105,.1145573,0,,,1,1
"2020-03-16","IRN","Alborz",1,1,1,1,1,1,1,0,668,777,2712400,16mar2020,1,3,2020,16,"Alborz",0,6.504288,.0761828,0,,,1,1
"2020-03-17","IRN","Alborz",1,1,1,1,1,1,1,0,784,893,2712400,17mar2020,2,3,2020,17,"Alborz",0,6.664409,.160121,0,,,1,1
"2020-03-18","IRN","Alborz",1,1,1,1,1,1,1,0,860,969,2712400,18mar2020,3,3,2020,18,"Alborz",0,6.756932,.0925231,0,,,1,1
"2020-03-19","IRN","Alborz",1,1,1,1,1,1,1,0,921,1030,2712400,19mar2020,4,3,2020,19,"Alborz",0,6.82546,.0685277,0,,,1,1
"2020-03-20","IRN","Alborz",1,1,1,1,1,1,1,0,1016,1125,2712400,20mar2020,5,3,2020,20,"Alborz",0,6.923629,.0981688,0,,,1,1
"2020-03-21","IRN","Alborz",1,1,1,1,1,1,1,0,1071,1180,2712400,21mar2020,6,3,2020,21,"Alborz",0,6.976348,.0527191,0,,,1,1
"2020-03-22","IRN","Alborz",1,1,1,1,1,1,1,0,1131,1240,2712400,22mar2020,0,3,2020,22,"Alborz",0,7.030858,.0545096,0,,,1,1
"2020-02-27","IRN","Ardebil",1,0,1,1,0,0,0,0,,5,1270420,27feb2020,4,2,2020,27,"Ardebil",0,,,0,.1647312,,.3333333,0
"2020-02-28","IRN","Ardebil",1,0,1,1,0,0,0,0,,6,1270420,28feb2020,5,2,2020,28,"Ardebil",0,,,0,.1647312,,.3333333,0
"2020-02-29","IRN","Ardebil",1,0,1,1,0,0,0,0,,9,1270420,29feb2020,6,2,2020,29,"Ardebil",0,,,0,.1647312,,.3333333,0
"2020-03-01","IRN","Ardebil",1,1,1,1,0,0,0,0,,9,1270420,01mar2020,0,3,2020,1,"Ardebil",0,,,0,.1647312,,.6666667,0
"2020-03-02","IRN","Ardebil",1,1,1,1,0,0,0,0,,9,1270420,02mar2020,1,3,2020,2,"Ardebil",0,,,0,.1647312,,.6666667,0
"2020-03-03","IRN","Ardebil",1,1,1,1,1,0,0,0,,9,1270420,03mar2020,2,3,2020,3,"Ardebil",0,,,0,.1647312,,1,0
"2020-03-04","IRN","Ardebil",1,1,1,1,1,0,0,0,,9,1270420,04mar2020,3,3,2020,4,"Ardebil",0,,,0,.1647312,,1,0
"2020-03-05","IRN","Ardebil",1,1,1,1,1,0,0,0,26,26,1270420,05mar2020,4,3,2020,5,"Ardebil",0,3.258096,,0,.1647312,,1,0
"2020-03-06","IRN","Ardebil",1,1,1,1,1,0,0,0,37,37,1270420,06mar2020,5,3,2020,6,"Ardebil",0,3.610918,.3528214,0,,,1,0
"2020-03-07","IRN","Ardebil",1,1,1,1,1,0,0,0,38,38,1270420,07mar2020,6,3,2020,7,"Ardebil",0,3.637586,.0266683,0,,,1,0
"2020-03-08","IRN","Ardebil",1,1,1,1,1,0,0,0,47,47,1270420,08mar2020,0,3,2020,8,"Ardebil",0,3.850147,.2125614,0,,,1,0
"2020-03-09","IRN","Ardebil",1,1,1,1,1,0,0,0,69,69,1270420,09mar2020,1,3,2020,9,"Ardebil",0,4.234107,.3839591,0,,,1,0
"2020-03-10","IRN","Ardebil",1,1,1,1,1,0,0,0,88,88,1270420,10mar2020,2,3,2020,10,"Ardebil",0,4.477337,.2432303,0,,,1,0
"2020-03-11","IRN","Ardebil",1,1,1,1,1,0,0,0,89,89,1270420,11mar2020,3,3,2020,11,"Ardebil",0,4.488636,.0112996,0,,,1,0
"2020-03-12","IRN","Ardebil",1,1,1,1,1,0,0,0,103,103,1270420,12mar2020,4,3,2020,12,"Ardebil",0,4.634729,.1460924,0,,,1,0
"2020-03-13","IRN","Ardebil",1,1,1,1,1,1,1,0,118,118,1270420,13mar2020,5,3,2020,13,"Ardebil",0,4.770685,.1359558,1,,,1,1
"2020-03-14","IRN","Ardebil",1,1,1,1,1,1,1,0,151,151,1270420,14mar2020,6,3,2020,14,"Ardebil",0,5.01728,.2465949,0,,,1,1
"2020-03-15","IRN","Ardebil",1,1,1,1,1,1,1,0,151,151,1270420,15mar2020,0,3,2020,15,"Ardebil",0,5.01728,0,0,,,1,1
"2020-03-16","IRN","Ardebil",1,1,1,1,1,1,1,0,181,181,1270420,16mar2020,1,3,2020,16,"Ardebil",0,5.198497,.1812172,0,,,1,1
"2020-03-17","IRN","Ardebil",1,1,1,1,1,1,1,0,200,200,1270420,17mar2020,2,3,2020,17,"Ardebil",0,5.298317,.0998206,0,,,1,1
"2020-03-18","IRN","Ardebil",1,1,1,1,1,1,1,0,210,210,1270420,18mar2020,3,3,2020,18,"Ardebil",0,5.347107,.04879,0,,,1,1
"2020-03-19","IRN","Ardebil",1,1,1,1,1,1,1,0,226,226,1270420,19mar2020,4,3,2020,19,"Ardebil",0,5.420535,.0734277,0,,,1,1
"2020-03-20","IRN","Ardebil",1,1,1,1,1,1,1,0,261,261,1270420,20mar2020,5,3,2020,20,"Ardebil",0,5.56452,.1439853,0,,,1,1
"2020-03-21","IRN","Ardebil",1,1,1,1,1,1,1,0,267,267,1270420,21mar2020,6,3,2020,21,"Ardebil",0,5.587249,.0227284,0,,,1,1
"2020-03-22","IRN","Ardebil",1,1,1,1,1,1,1,0,286,286,1270420,22mar2020,0,3,2020,22,"Ardebil",0,5.655992,.0687432,0,,,1,1
"2020-02-27","IRN","Bushehr",0,0,1,1,0,0,0,0,,0,1163400,27feb2020,4,2,2020,27,"Bushehr",0,,,0,.1647312,,0,0
"2020-02-28","IRN","Bushehr",0,0,1,1,0,0,0,0,,0,1163400,28feb2020,5,2,2020,28,"Bushehr",0,,,0,.1647312,,0,0
"2020-02-29","IRN","Bushehr",0,0,1,1,0,0,0,0,,0,1163400,29feb2020,6,2,2020,29,"Bushehr",0,,,0,.1647312,,0,0
"2020-03-01","IRN","Bushehr",0,1,1,1,0,0,0,0,,0,1163400,01mar2020,0,3,2020,1,"Bushehr",0,,,0,.1647312,,.3333333,0
"2020-03-02","IRN","Bushehr",0,1,1,1,0,0,0,0,,0,1163400,02mar2020,1,3,2020,2,"Bushehr",0,,,0,.1647312,,.3333333,0
"2020-03-03","IRN","Bushehr",0,1,1,1,1,0,0,0,,0,1163400,03mar2020,2,3,2020,3,"Bushehr",0,,,0,.1647312,,.6666667,0
"2020-03-04","IRN","Bushehr",0,1,1,1,1,0,0,0,,0,1163400,04mar2020,3,3,2020,4,"Bushehr",0,,,0,.1647312,,.6666667,0
"2020-03-05","IRN","Bushehr",1,1,1,1,1,0,0,0,,3,1163400,05mar2020,4,3,2020,5,"Bushehr",0,,,0,.1647312,,1,0
"2020-03-06","IRN","Bushehr",1,1,1,1,1,0,0,0,,5,1163400,06mar2020,5,3,2020,6,"Bushehr",0,,,0,.1647312,,1,0
"2020-03-07","IRN","Bushehr",1,1,1,1,1,0,0,0,,8,1163400,07mar2020,6,3,2020,7,"Bushehr",0,,,0,.1647312,,1,0
"2020-03-08","IRN","Bushehr",1,1,1,1,1,0,0,0,10,10,1163400,08mar2020,0,3,2020,8,"Bushehr",0,2.302585,,0,.1647312,,1,0
"2020-03-09","IRN","Bushehr",1,1,1,1,1,0,0,0,11,11,1163400,09mar2020,1,3,2020,9,"Bushehr",0,2.397895,.0953102,0,,,1,0
"2020-03-10","IRN","Bushehr",1,1,1,1,1,0,0,0,18,18,1163400,10mar2020,2,3,2020,10,"Bushehr",0,2.890372,.4924765,0,,,1,0
"2020-03-11","IRN","Bushehr",1,1,1,1,1,0,0,0,18,18,1163400,11mar2020,3,3,2020,11,"Bushehr",0,2.890372,0,0,,,1,0
"2020-03-12","IRN","Bushehr",1,1,1,1,1,0,0,0,21,21,1163400,12mar2020,4,3,2020,12,"Bushehr",0,3.044523,.1541507,0,,,1,0
"2020-03-13","IRN","Bushehr",1,1,1,1,1,1,1,0,21,21,1163400,13mar2020,5,3,2020,13,"Bushehr",0,3.044523,0,1,,,1,1
"2020-03-14","IRN","Bushehr",1,1,1,1,1,1,1,0,28,28,1163400,14mar2020,6,3,2020,14,"Bushehr",0,3.332205,.2876821,0,,,1,1
"2020-03-15","IRN","Bushehr",1,1,1,1,1,1,1,0,34,34,1163400,15mar2020,0,3,2020,15,"Bushehr",0,3.526361,.1941559,0,,,1,1
"2020-03-16","IRN","Bushehr",1,1,1,1,1,1,1,0,38,38,1163400,16mar2020,1,3,2020,16,"Bushehr",0,3.637586,.1112256,0,,,1,1
"2020-03-17","IRN","Bushehr",1,1,1,1,1,1,1,0,42,42,1163400,17mar2020,2,3,2020,17,"Bushehr",0,3.73767,.1000836,0,,,1,1
"2020-03-18","IRN","Bushehr",1,1,1,1,1,1,1,0,46,46,1163400,18mar2020,3,3,2020,18,"Bushehr",0,3.828641,.0909717,0,,,1,1
"2020-03-19","IRN","Bushehr",1,1,1,1,1,1,1,0,54,54,1163400,19mar2020,4,3,2020,19,"Bushehr",0,3.988984,.1603427,0,,,1,1
"2020-03-20","IRN","Bushehr",1,1,1,1,1,1,1,0,55,55,1163400,20mar2020,5,3,2020,20,"Bushehr",0,4.007333,.0183492,0,,,1,1
"2020-03-21","IRN","Bushehr",1,1,1,1,1,1,1,0,55,55,1163400,21mar2020,6,3,2020,21,"Bushehr",0,4.007333,0,0,,,1,1
"2020-03-22","IRN","Bushehr",1,1,1,1,1,1,1,0,55,55,1163400,22mar2020,0,3,2020,22,"Bushehr",0,4.007333,0,0,,,1,1
"2020-02-27","IRN","Chahar Mahall and Bakhtiari",0,0,1,1,0,0,0,0,,0,947763,27feb2020,4,2,2020,27,"Chahar Mahall and Bakhtiari",0,,,0,.1647312,,0,0
"2020-02-28","IRN","Chahar Mahall and Bakhtiari",0,0,1,1,0,0,0,0,,0,947763,28feb2020,5,2,2020,28,"Chahar Mahall and Bakhtiari",0,,,0,.1647312,,0,0
"2020-02-29","IRN","Chahar Mahall and Bakhtiari",0,0,1,1,0,0,0,0,,0,947763,29feb2020,6,2,2020,29,"Chahar Mahall and Bakhtiari",0,,,0,.1647312,,0,0
"2020-03-01","IRN","Chahar Mahall and Bakhtiari",0,1,1,1,0,0,0,0,,0,947763,01mar2020,0,3,2020,1,"Chahar Mahall and Bakhtiari",0,,,0,.1647312,,.3333333,0
"2020-03-02","IRN","Chahar Mahall and Bakhtiari",0,1,1,1,0,0,0,0,,0,947763,02mar2020,1,3,2020,2,"Chahar Mahall and Bakhtiari",0,,,0,.1647312,,.3333333,0
"2020-03-03","IRN","Chahar Mahall and Bakhtiari",0,1,1,1,1,0,0,0,,0,947763,03mar2020,2,3,2020,3,"Chahar Mahall and Bakhtiari",0,,,0,.1647312,,.6666667,0
"2020-03-04","IRN","Chahar Mahall and Bakhtiari",0,1,1,1,1,0,0,0,,1,947763,04mar2020,3,3,2020,4,"Chahar Mahall and Bakhtiari",0,,,0,.1647312,,.6666667,0
"2020-03-05","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,0,0,0,,9,947763,05mar2020,4,3,2020,5,"Chahar Mahall and Bakhtiari",0,,,0,.1647312,,1,0
"2020-03-06","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,0,0,0,14,14,947763,06mar2020,5,3,2020,6,"Chahar Mahall and Bakhtiari",0,2.639057,,0,.1647312,,1,0
"2020-03-07","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,0,0,0,16,16,947763,07mar2020,6,3,2020,7,"Chahar Mahall and Bakhtiari",0,2.772589,.1335313,0,,,1,0
"2020-03-08","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,0,0,0,21,21,947763,08mar2020,0,3,2020,8,"Chahar Mahall and Bakhtiari",0,3.044523,.2719338,0,,,1,0
"2020-03-09","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,0,0,0,26,26,947763,09mar2020,1,3,2020,9,"Chahar Mahall and Bakhtiari",0,3.258096,.2135739,0,,,1,0
"2020-03-10","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,0,0,0,37,37,947763,10mar2020,2,3,2020,10,"Chahar Mahall and Bakhtiari",0,3.610918,.3528214,0,,,1,0
"2020-03-11","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,0,0,0,38,38,947763,11mar2020,3,3,2020,11,"Chahar Mahall and Bakhtiari",0,3.637586,.0266683,0,,,1,0
"2020-03-12","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,0,0,0,49,49,947763,12mar2020,4,3,2020,12,"Chahar Mahall and Bakhtiari",0,3.89182,.2542341,0,,,1,0
"2020-03-13","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,1,1,0,49,49,947763,13mar2020,5,3,2020,13,"Chahar Mahall and Bakhtiari",0,3.89182,0,1,,,1,1
"2020-03-14","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,1,1,0,49,49,947763,14mar2020,6,3,2020,14,"Chahar Mahall and Bakhtiari",0,3.89182,0,0,,,1,1
"2020-03-15","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,1,1,0,49,49,947763,15mar2020,0,3,2020,15,"Chahar Mahall and Bakhtiari",0,3.89182,0,0,,,1,1
"2020-03-16","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,1,1,0,52,52,947763,16mar2020,1,3,2020,16,"Chahar Mahall and Bakhtiari",0,3.951244,.0594234,0,,,1,1
"2020-03-17","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,1,1,0,54,54,947763,17mar2020,2,3,2020,17,"Chahar Mahall and Bakhtiari",0,3.988984,.0377405,0,,,1,1
"2020-03-18","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,1,1,0,58,58,947763,18mar2020,3,3,2020,18,"Chahar Mahall and Bakhtiari",0,4.060443,.0714588,0,,,1,1
"2020-03-19","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,1,1,0,61,61,947763,19mar2020,4,3,2020,19,"Chahar Mahall and Bakhtiari",0,4.110874,.0504308,0,,,1,1
"2020-03-20","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,1,1,0,64,64,947763,20mar2020,5,3,2020,20,"Chahar Mahall and Bakhtiari",0,4.158883,.0480094,0,,,1,1
"2020-03-21","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,1,1,0,66,66,947763,21mar2020,6,3,2020,21,"Chahar Mahall and Bakhtiari",0,4.189655,.0307717,0,,,1,1
"2020-03-22","IRN","Chahar Mahall and Bakhtiari",1,1,1,1,1,1,1,0,68,68,947763,22mar2020,0,3,2020,22,"Chahar Mahall and Bakhtiari",0,4.219508,.0298529,0,,,1,1
"2020-02-27","IRN","East Azarbaijan",0,0,1,1,0,0,0,0,,2,3909652,27feb2020,4,2,2020,27,"East Azarbaijan",0,,,0,.1647312,,0,0
"2020-02-28","IRN","East Azarbaijan",0,0,1,1,0,0,0,0,,6,3909652,28feb2020,5,2,2020,28,"East Azarbaijan",0,,,0,.1647312,,0,0
"2020-02-29","IRN","East Azarbaijan",0,0,1,1,0,0,0,0,12,12,3909652,29feb2020,6,2,2020,29,"East Azarbaijan",0,2.484907,,0,.1647312,,0,0
"2020-03-01","IRN","East Azarbaijan",0,1,1,1,0,0,0,0,12,12,3909652,01mar2020,0,3,2020,1,"East Azarbaijan",0,2.484907,0,0,,,.3333333,0
"2020-03-02","IRN","East Azarbaijan",0,1,1,1,0,0,0,0,,12,3909652,02mar2020,1,3,2020,2,"East Azarbaijan",0,,,0,.1647312,,.3333333,0
"2020-03-03","IRN","East Azarbaijan",0,1,1,1,1,0,0,0,,12,3909652,03mar2020,2,3,2020,3,"East Azarbaijan",0,,,0,.1647312,,.6666667,0
"2020-03-04","IRN","East Azarbaijan",0,1,1,1,1,0,0,0,21,21,3909652,04mar2020,3,3,2020,4,"East Azarbaijan",0,3.044523,,0,.1647312,,.6666667,0
"2020-03-05","IRN","East Azarbaijan",1,1,1,1,1,0,0,0,31,31,3909652,05mar2020,4,3,2020,5,"East Azarbaijan",0,3.433987,.3894646,0,,,1,0
"2020-03-06","IRN","East Azarbaijan",1,1,1,1,1,0,0,0,41,41,3909652,06mar2020,5,3,2020,6,"East Azarbaijan",0,3.713572,.2795849,0,,,1,0
"2020-03-07","IRN","East Azarbaijan",1,1,1,1,1,0,0,0,43,43,3909652,07mar2020,6,3,2020,7,"East Azarbaijan",0,3.7612,.0476282,0,,,1,0
"2020-03-08","IRN","East Azarbaijan",1,1,1,1,1,0,0,0,73,73,3909652,08mar2020,0,3,2020,8,"East Azarbaijan",0,4.29046,.5292594,0,,,1,0
"2020-03-09","IRN","East Azarbaijan",1,1,1,1,1,0,0,0,95,95,3909652,09mar2020,1,3,2020,9,"East Azarbaijan",0,4.553877,.2634172,0,,,1,0
"2020-03-10","IRN","East Azarbaijan",1,1,1,1,1,0,0,0,112,112,3909652,10mar2020,2,3,2020,10,"East Azarbaijan",0,4.718499,.1646218,0,,,1,0
"2020-03-11","IRN","East Azarbaijan",1,1,1,1,1,0,0,0,141,141,3909652,11mar2020,3,3,2020,11,"East Azarbaijan",0,4.94876,.2302613,0,,,1,0
"2020-03-12","IRN","East Azarbaijan",1,1,1,1,1,0,0,0,148,148,3909652,12mar2020,4,3,2020,12,"East Azarbaijan",0,4.997212,.0484524,0,,,1,0
"2020-03-13","IRN","East Azarbaijan",1,1,1,1,1,1,1,0,245,245,3909652,13mar2020,5,3,2020,13,"East Azarbaijan",0,5.501258,.504046,1,,,1,1
"2020-03-14","IRN","East Azarbaijan",1,1,1,1,1,1,1,0,304,304,3909652,14mar2020,6,3,2020,14,"East Azarbaijan",0,5.717028,.2157693,0,,,1,1
"2020-03-15","IRN","East Azarbaijan",1,1,1,1,1,1,1,0,340,340,3909652,15mar2020,0,3,2020,15,"East Azarbaijan",0,5.828946,.111918,0,,,1,1
"2020-03-16","IRN","East Azarbaijan",1,1,1,1,1,1,1,0,375,375,3909652,16mar2020,1,3,2020,16,"East Azarbaijan",0,5.926926,.0979805,0,,,1,1
"2020-03-17","IRN","East Azarbaijan",1,1,1,1,1,1,1,0,453,453,3909652,17mar2020,2,3,2020,17,"East Azarbaijan",0,6.115892,.1889658,0,,,1,1
"2020-03-18","IRN","East Azarbaijan",1,1,1,1,1,1,1,0,537,537,3909652,18mar2020,3,3,2020,18,"East Azarbaijan",0,6.285998,.1701059,0,,,1,1
"2020-03-19","IRN","East Azarbaijan",1,1,1,1,1,1,1,0,595,595,3909652,19mar2020,4,3,2020,19,"East Azarbaijan",0,6.388561,.1025634,0,,,1,1
"2020-03-20","IRN","East Azarbaijan",1,1,1,1,1,1,1,0,650,650,3909652,20mar2020,5,3,2020,20,"East Azarbaijan",0,6.476973,.0884113,0,,,1,1
"2020-03-21","IRN","East Azarbaijan",1,1,1,1,1,1,1,0,722,722,3909652,21mar2020,6,3,2020,21,"East Azarbaijan",0,6.582025,.1050525,0,,,1,1
"2020-03-22","IRN","East Azarbaijan",1,1,1,1,1,1,1,0,779,779,3909652,22mar2020,0,3,2020,22,"East Azarbaijan",0,6.658011,.0759859,0,,,1,1
"2020-02-27","IRN","Esfahan",0,0,1,1,0,0,0,0,10,10,5120850,27feb2020,4,2,2020,27,"Esfahan",0,2.302585,,0,.1647312,,0,0
"2020-02-28","IRN","Esfahan",0,0,1,1,0,0,0,0,20,20,5120850,28feb2020,5,2,2020,28,"Esfahan",0,2.995732,.6931472,0,,,0,0
"2020-02-29","IRN","Esfahan",0,0,1,1,0,0,0,0,32,32,5120850,29feb2020,6,2,2020,29,"Esfahan",0,3.465736,.4700036,0,,,0,0
"2020-03-01","IRN","Esfahan",0,1,1,1,0,0,0,0,45,45,5120850,01mar2020,0,3,2020,1,"Esfahan",0,3.806663,.3409266,0,,,.3333333,0
"2020-03-02","IRN","Esfahan",0,1,1,1,0,0,0,0,,63,5120850,02mar2020,1,3,2020,2,"Esfahan",0,,,0,.1647312,,.3333333,0
"2020-03-03","IRN","Esfahan",0,1,1,1,1,0,0,0,,91,5120850,03mar2020,2,3,2020,3,"Esfahan",0,,,0,.1647312,,.6666667,0
"2020-03-04","IRN","Esfahan",0,1,1,1,1,0,0,0,45,91,5120850,04mar2020,3,3,2020,4,"Esfahan",0,3.806663,,0,.1647312,,.6666667,0
"2020-03-05","IRN","Esfahan",1,1,1,1,1,0,0,0,163,209,5120850,05mar2020,4,3,2020,5,"Esfahan",0,5.09375,1.287087,0,,,1,0
"2020-03-06","IRN","Esfahan",1,1,1,1,1,0,0,0,313,359,5120850,06mar2020,5,3,2020,6,"Esfahan",0,5.746203,.6524534,0,,,1,0
"2020-03-07","IRN","Esfahan",1,1,1,1,1,0,0,0,409,455,5120850,07mar2020,6,3,2020,7,"Esfahan",0,6.013715,.2675118,0,,,1,0
"2020-03-08","IRN","Esfahan",1,1,1,1,1,0,0,0,489,535,5120850,08mar2020,0,3,2020,8,"Esfahan",0,6.192362,.178647,0,,,1,0
"2020-03-09","IRN","Esfahan",1,1,1,1,1,0,0,0,526,572,5120850,09mar2020,1,3,2020,9,"Esfahan",0,6.265301,.0729389,0,,,1,0
"2020-03-10","IRN","Esfahan",1,1,1,1,1,0,0,0,543,589,5120850,10mar2020,2,3,2020,10,"Esfahan",0,6.297109,.0318079,0,,,1,0
"2020-03-11","IRN","Esfahan",1,1,1,1,1,0,0,0,713,759,5120850,11mar2020,3,3,2020,11,"Esfahan",0,6.569481,.2723722,0,,,1,0
"2020-03-12","IRN","Esfahan",1,1,1,1,1,0,0,0,717,763,5120850,12mar2020,4,3,2020,12,"Esfahan",0,6.575076,.0055943,0,,,1,0
"2020-03-13","IRN","Esfahan",1,1,1,1,1,1,1,0,827,873,5120850,13mar2020,5,3,2020,13,"Esfahan",0,6.717805,.1427293,1,,,1,1
"2020-03-14","IRN","Esfahan",1,1,1,1,1,1,1,0,982,1028,5120850,14mar2020,6,3,2020,14,"Esfahan",0,6.889591,.1717863,0,,,1,1
"2020-03-15","IRN","Esfahan",1,1,1,1,1,1,1,0,1108,1154,5120850,15mar2020,0,3,2020,15,"Esfahan",0,7.010312,.1207209,0,,,1,1
"2020-03-16","IRN","Esfahan",1,1,1,1,1,1,1,0,1226,1272,5120850,16mar2020,1,3,2020,16,"Esfahan",0,7.111512,.1012001,0,,,1,1
"2020-03-17","IRN","Esfahan",1,1,1,1,1,1,1,0,1301,1347,5120850,17mar2020,2,3,2020,17,"Esfahan",0,7.170888,.0593762,0,,,1,1
"2020-03-18","IRN","Esfahan",1,1,1,1,1,1,1,0,1463,1509,5120850,18mar2020,3,3,2020,18,"Esfahan",0,7.288244,.1173558,0,,,1,1
"2020-03-19","IRN","Esfahan",1,1,1,1,1,1,1,0,1571,1617,5120850,19mar2020,4,3,2020,19,"Esfahan",0,7.359468,.0712233,0,,,1,1
"2020-03-20","IRN","Esfahan",1,1,1,1,1,1,1,0,1716,1762,5120850,20mar2020,5,3,2020,20,"Esfahan",0,7.447751,.0882835,0,,,1,1
"2020-03-21","IRN","Esfahan",1,1,1,1,1,1,1,0,1817,1863,5120850,21mar2020,6,3,2020,21,"Esfahan",0,7.504942,.0571909,0,,,1,1
